sample_name,participant,source_run,status,reason,first_action_original_frame_idx,first_action_frame_name,last_action_original_frame_idx,last_action_frame_name,trim_start_original_frame_idx,trim_start_frame_name,trim_start_timestamp,trim_end_original_frame_idx,trim_end_frame_name,trim_end_timestamp,frame_annotation_original_rows,frame_annotation_keep_rows,frame_annotation_before_rows,frame_annotation_after_rows,001431512812_original_frames,001431512812_keep_frames,001431512812_before_frames,001431512812_after_frames,001484412812_original_frames,001484412812_keep_frames,001484412812_before_frames,001484412812_after_frames,001528512812_original_frames,001528512812_keep_frames,001528512812_before_frames,001528512812_after_frames,mindrove_left_original_rows,mindrove_left_keep_rows,mindrove_left_before_rows,mindrove_left_after_rows,mindrove_right_original_rows,mindrove_right_keep_rows,mindrove_right_before_rows,mindrove_right_after_rows
run_sample_000061,J,run_15,ok,,655,20260316_124416_118103.jpg,1912,20260316_124458_040867.jpg,625,20260316_124415_126533.jpg,20260316_124415_126533,1942,20260316_124459_033231.jpg,20260316_124459_033231,2214,1318,624,272,2213,1318,623,272,2214,1318,624,272,2213,1316,624,273,42000,21938,10774,9288,42500,21958,11020,9522
run_sample_000062,J,run_16,ok,,971,20260316_124710_087380.jpg,3577,20260316_124836_982987.jpg,941,20260316_124709_081471.jpg,20260316_124709_081471,3607,20260316_124837_971134.jpg,20260316_124837_971134,3944,2667,940,337,3948,2665,944,339,3944,2667,940,337,3946,2666,942,338,69000,44418,16198,8384,69500,44458,16520,8522
run_sample_000063,J,run_17,ok,,798,20260316_125429_400502.jpg,4974,20260316_125648_661834.jpg,768,20260316_125428_410267.jpg,20260316_125428_410267,5004,20260316_125649_669067.jpg,20260316_125649_669067,5212,4237,767,208,5212,4236,768,208,5212,4237,767,208,5212,4236,768,208,90500,70590,12730,7180,90500,70650,12744,7106
run_sample_000064,J,run_18,ok,,738,20260316_125905_258566.jpg,1933,20260316_125945_113627.jpg,708,20260316_125904_247798.jpg,20260316_125904_247798,1963,20260316_125946_105879.jpg,20260316_125946_105879,2197,1256,707,234,2196,1256,706,234,2197,1256,707,234,2196,1256,706,234,40500,20918,11568,8014,40500,20936,11704,7860
run_sample_000065,J,run_19,ok,,729,20260316_130056_018474.jpg,1878,20260316_130134_293206.jpg,699,20260316_130054_987526.jpg,20260316_130054_987526,1908,20260316_130135_301471.jpg,20260316_130135_301471,2123,1210,698,215,2120,1208,696,216,2123,1210,698,215,2123,1209,699,215,39000,20144,11406,7450,39500,20164,11592,7744
run_sample_000066,J,run_21,ok,,672,20260316_130429_926063.jpg,3149,20260316_130552_547804.jpg,642,20260316_130428_919086.jpg,20260316_130428_919086,3179,20260316_130553_557255.jpg,20260316_130553_557255,3518,2538,641,339,3520,2538,642,340,3518,2538,641,339,3520,2541,639,340,62500,42296,10308,9896,63000,42334,10590,10076
run_sample_000067,J,run_22,ok,,862,20260318_143941_462067.jpg,4967,20260318_144158_370539.jpg,832,20260318_143940_479769.jpg,20260318_143940_479769,4997,20260318_144159_353798.jpg,20260318_144159_353798,5241,4166,831,244,5240,4164,832,244,5241,4166,831,244,5241,4164,832,245,91000,69384,12820,8796,91500,69442,12900,9158
run_sample_000068,J,run_23,ok,,687,20260318_144318_002272.jpg,1795,20260318_144354_954174.jpg,657,20260318_144316_994144.jpg,20260318_144316_994144,1825,20260318_144355_954374.jpg,20260318_144355_954374,2053,1169,656,228,2053,1169,656,228,2053,1169,656,228,2053,1168,656,229,38000,19466,10492,8042,38500,19482,10666,8352
run_sample_000069,J,run_24,ok,,653,20260318_144506_113007.jpg,1722,20260318_144541_973509.jpg,623,20260318_144505_095207.jpg,20260318_144505_095207,1752,20260318_144542_979988.jpg,20260318_144542_979988,2024,1130,622,272,2019,1124,623,272,2024,1130,622,272,2028,1133,622,273,38000,18926,10502,8572,38000,18944,10220,8836
run_sample_000070,J,run_25,ok,,620,20260318_144650_820904.jpg,3167,20260318_144815_769329.jpg,590,20260318_144649_830153.jpg,20260318_144649_830153,3197,20260318_144816_758480.jpg,20260318_144816_758480,3542,2608,589,345,3542,2608,589,345,3542,2608,589,345,3541,2607,588,346,64500,43430,10828,10242,64529,43466,11090,9973
run_sample_000071,J,run_26,ok,,753,20260318_145100_272907.jpg,5182,20260318_145327_945599.jpg,723,20260318_145059_263951.jpg,20260318_145059_263951,5212,20260318_145328_958150.jpg,20260318_145328_958150,5427,4490,722,215,5426,4489,722,215,5427,4490,722,215,5426,4489,722,215,94500,74794,11950,7756,94500,74852,11812,7836
run_sample_000072,J,run_27,ok,,741,20260318_145501_902796.jpg,2232,20260318_145551_609277.jpg,711,20260318_145500_906924.jpg,20260318_145500_906924,2262,20260318_145552_616334.jpg,20260318_145552_616334,2480,1552,710,218,2480,1551,711,218,2480,1552,710,218,2480,1551,711,218,45000,25838,11684,7478,45000,25858,11640,7502
run_sample_000073,J,run_28,ok,,683,20260318_145710_216983.jpg,1697,20260318_145744_022286.jpg,653,20260318_145709_206719.jpg,20260318_145709_206719,1727,20260318_145745_032244.jpg,20260318_145745_032244,1928,1075,652,201,1926,1075,650,201,1928,1075,652,201,1927,1075,651,201,35631,17900,10919,6812,35760,17916,10798,7046
run_sample_000074,J,run_29,ok,,654,20260318_145853_656519.jpg,2276,20260318_145947_742028.jpg,624,20260318_145852_666436.jpg,20260318_145852_666436,2306,20260318_145948_749616.jpg,20260318_145948_749616,2675,1683,623,369,2674,1683,622,369,2675,1683,623,369,2675,1681,624,370,50000,28022,10478,11500,50500,28046,10534,11920
run_sample_000075,J,run_31,ok,,756,20260323_101626_864886.jpg,4842,20260323_101843_242432.jpg,726,20260323_101625_780012.jpg,20260323_101625_780012,4872,20260323_101844_232748.jpg,20260323_101844_232748,5125,4147,725,253,5129,4150,725,254,5125,4147,725,253,5130,4156,720,254,87500,69188,11342,6970,88000,69248,11448,7304
run_sample_000076,J,run_32,ok,,845,20260323_101956_227203.jpg,1864,20260323_102030_211776.jpg,815,20260323_101955_240459.jpg,20260323_101955_240459,1894,20260323_102031_227067.jpg,20260323_102031_227067,2159,1080,814,265,2159,1080,814,265,2159,1080,814,265,2159,1079,815,265,41500,17982,14514,9004,41000,18000,14210,8790
run_sample_000077,J,run_33,ok,,603,20260323_102214_888532.jpg,2021,20260323_102302_185218.jpg,573,20260323_102213_902112.jpg,20260323_102213_902112,2051,20260323_102303_176140.jpg,20260323_102303_176140,2288,1479,572,237,2288,1477,573,238,2288,1479,572,237,2287,1478,572,237,43500,24620,8802,10078,44000,24644,9060,10296
run_sample_000078,J,run_34,ok,,567,20260323_102454_105364.jpg,1538,20260323_102526_486026.jpg,537,20260323_102453_090089.jpg,20260323_102453_090089,1568,20260323_102527_478509.jpg,20260323_102527_478509,1793,1032,536,225,1792,1031,536,225,1793,1032,536,225,1791,1030,536,225,32000,17180,8346,6474,32500,17196,8674,6630
run_sample_000079,J,run_35,ok,,687,20260323_102758_170781.jpg,2332,20260323_102853_056003.jpg,657,20260323_102757_139983.jpg,20260323_102757_139983,2362,20260323_102854_059564.jpg,20260323_102854_059564,2699,1706,656,337,2699,1707,656,336,2699,1706,656,337,2697,1706,655,336,48000,28444,11310,8246,48500,28470,11222,8808
run_sample_000080,M,run_1,ok,,937,20260318_123252_942094.jpg,5855,20260318_123536_964418.jpg,907,20260318_123251_954064.jpg,20260318_123251_954064,5885,20260318_123537_951174.jpg,20260318_123537_951174,6030,4979,906,145,6030,4978,907,145,6030,4979,906,145,6030,4979,906,145,103500,82952,14094,6454,104000,83028,14336,6636
run_sample_000081,M,run_2,ok,,534,20260318_123925_716779.jpg,1942,20260318_124012_675656.jpg,504,20260318_123924_708750.jpg,20260318_123924_708750,1972,20260318_124013_672725.jpg,20260318_124013_672725,2148,1469,503,176,2147,1469,503,175,2148,1469,503,176,2147,1468,503,176,41500,24452,9848,7200,41500,24488,9768,7244
run_sample_000082,M,run_3,ok,,588,20260318_124122_386309.jpg,1919,20260318_124206_755084.jpg,558,20260318_124121_381189.jpg,20260318_124121_381189,1949,20260318_124207_765505.jpg,20260318_124207_765505,2082,1392,557,133,2081,1392,556,133,2082,1392,557,133,2081,1392,555,134,39500,23176,10144,6180,39500,23196,10118,6186
run_sample_000083,M,run_4,ok,,673,20260318_124352_865947.jpg,3861,20260318_124539_170898.jpg,643,20260318_124351_875053.jpg,20260318_124351_875053,3891,20260318_124540_172536.jpg,20260318_124540_172536,4144,3249,642,253,4143,3246,643,254,4144,3249,642,253,4143,3247,643,253,71000,54108,9836,7056,71500,54154,9878,7468
run_sample_000084,M,run_5,ok,,816,20260318_124929_864390.jpg,5471,20260318_125205_090552.jpg,786,20260318_124928_856519.jpg,20260318_124928_856519,5501,20260318_125206_082088.jpg,20260318_125206_082088,5578,4716,785,77,5577,4715,785,77,5578,4716,785,77,5579,4715,785,79,96000,78554,13696,3750,96500,78610,13884,4006
run_sample_000085,M,run_6,ok,,626,20260318_125311_852407.jpg,1877,20260318_125353_583304.jpg,596,20260318_125310_863916.jpg,20260318_125310_863916,1907,20260318_125354_570578.jpg,20260318_125354_570578,2015,1312,595,108,2015,1311,596,108,2015,1312,595,108,2015,1311,596,108,37500,21838,9616,6046,37500,21856,9388,6256
run_sample_000086,M,run_7,ok,,619,20260318_125519_567329.jpg,2056,20260318_125607_515146.jpg,589,20260318_125518_541713.jpg,20260318_125518_541713,2086,20260318_125608_520834.jpg,20260318_125608_520834,2204,1498,588,118,2205,1501,586,118,2204,1498,588,118,2206,1499,589,118,40500,24968,9908,5624,41000,24990,10230,5780
run_sample_000087,M,run_8,ok,,613,20260318_125716_607547.jpg,4006,20260318_125909_669089.jpg,583,20260318_125715_631106.jpg,20260318_125715_631106,4036,20260318_125910_646012.jpg,20260318_125910_646012,4278,3454,582,242,4277,3447,587,243,4278,3454,582,242,4279,3450,586,243,75500,57460,9408,8632,75000,57508,9276,8216
run_sample_000088,M,run_11,ok,,588,20260318_131043_497152.jpg,2136,20260318_131135_199292.jpg,558,20260318_131042_497321.jpg,20260318_131042_497321,2166,20260318_131136_178362.jpg,20260318_131136_178362,2282,1609,557,116,2282,1610,556,116,2282,1609,557,116,2284,1609,558,117,43000,26820,10504,5676,43500,26840,10720,5940
run_sample_000089,M,run_12,ok,,574,20260318_131259_932479.jpg,2009,20260318_131347_789219.jpg,544,20260318_131258_942026.jpg,20260318_131258_942026,2039,20260318_131348_796511.jpg,20260318_131348_796511,2154,1496,543,115,2155,1495,545,115,2154,1496,543,115,2155,1495,544,116,40500,24907,10172,5421,40500,24926,9942,5632
run_sample_000090,M,run_13,ok,,617,20260318_131501_723882.jpg,3953,20260318_131652_983344.jpg,587,20260318_131500_726615.jpg,20260318_131500_726615,3983,20260318_131653_973374.jpg,20260318_131653_973374,4286,3397,586,303,4286,3396,587,303,4286,3397,586,303,4286,3396,587,303,73500,56580,9516,7404,73500,56624,9334,7542
run_sample_000091,M,run_14,ok,,1504,20260318_131902_422520.jpg,6085,20260318_132135_184963.jpg,1474,20260318_131901_416436.jpg,20260318_131901_416436,6115,20260318_132136_198736.jpg,20260318_132136_198736,6231,4642,1473,116,6233,4642,1476,115,6231,4642,1473,116,6234,4642,1476,116,108000,77330,24266,6404,108000,77390,24180,6430
run_sample_000092,M,run_15,ok,,759,20260318_132245_733544.jpg,2143,20260318_132331_906254.jpg,729,20260318_132244_768677.jpg,20260318_132244_768677,2173,20260318_132332_900596.jpg,20260318_132332_900596,2290,1445,728,117,2291,1443,729,119,2290,1445,728,117,2291,1443,730,118,41000,24045,11853,5102,41498,24066,11856,5576
run_sample_000093,M,run_16,ok,,705,20260318_132440_455150.jpg,2186,20260318_132529_834498.jpg,675,20260318_132439_452794.jpg,20260318_132439_452794,2216,20260318_132530_840598.jpg,20260318_132530_840598,2298,1542,674,82,2297,1541,673,83,2298,1542,674,82,2299,1542,674,83,42500,25670,11150,5680,42569,25692,11198,5679
run_sample_000094,M,run_18,ok,,571,20260318_132857_019017.jpg,3761,20260318_133043_387756.jpg,541,20260318_132856_014820.jpg,20260318_132856_014820,3791,20260318_133044_376568.jpg,20260318_133044_376568,4006,3251,540,215,4008,3250,541,217,4006,3251,540,215,4008,3249,543,216,69000,54138,8826,6036,69000,54180,8982,5838
run_sample_000095,M,run_19,ok,,769,20260318_133330_898443.jpg,6135,20260318_133629_836575.jpg,739,20260318_133329_904269.jpg,20260318_133329_904269,6165,20260318_133630_831366.jpg,20260318_133630_831366,6267,5427,738,102,6267,5426,739,102,6267,5427,738,102,6267,5426,739,102,108000,90392,12662,4946,108500,90466,12930,5104
run_sample_000096,M,run_20,ok,,573,20260318_133731_959341.jpg,1979,20260318_133818_825339.jpg,543,20260318_133730_935279.jpg,20260318_133730_935279,2009,20260318_133819_838998.jpg,20260318_133819_838998,2086,1467,542,77,2085,1466,542,77,2086,1467,542,77,2085,1467,541,77,38500,24432,9082,4986,38760,24450,9446,4864
run_sample_000097,M,run_21,ok,,580,20260318_133939_400205.jpg,1967,20260318_134025_638053.jpg,550,20260318_133938_368962.jpg,20260318_133938_368962,1997,20260318_134026_635725.jpg,20260318_134026_635725,2084,1448,549,87,2081,1450,543,88,2084,1448,549,87,2085,1448,550,87,39000,24112,9250,5638,39000,24132,9164,5704
run_sample_000098,M,run_22,ok,,635,20260318_134128_351869.jpg,3927,20260318_134318_135525.jpg,605,20260318_134127_352957.jpg,20260318_134127_352957,3957,20260318_134319_123587.jpg,20260318_134319_123587,4186,3353,604,229,4186,3353,604,229,4186,3353,604,229,4185,3352,604,229,74000,55840,10698,7462,74044,55884,10654,7506
run_sample_000099,M,run_24,ok,,678,20260318_134944_441696.jpg,2173,20260318_135034_410268.jpg,648,20260318_134943_426078.jpg,20260318_134943_426078,2203,20260318_135035_369217.jpg,20260318_135035_369217,2328,1556,647,125,2330,1555,648,127,2328,1556,647,125,2331,1559,646,126,42500,25950,10536,6014,42631,25970,10690,5971
run_sample_000100,M,run_25,ok,,728,20260318_135215_268490.jpg,2747,20260318_135322_595032.jpg,698,20260318_135214_272374.jpg,20260318_135214_272374,2777,20260318_135323_603192.jpg,20260318_135323_603192,2843,2080,697,66,2841,2080,696,65,2843,2080,697,66,2842,2079,697,66,50500,34638,10900,4962,50685,34666,11114,4905
run_sample_000101,M,run_26,ok,,659,20260318_135510_933051.jpg,3048,20260318_135630_594026.jpg,629,20260318_135509_923155.jpg,20260318_135509_923155,3078,20260318_135631_630913.jpg,20260318_135631_630913,3276,2450,628,198,3276,2451,628,197,3276,2450,628,198,3276,2451,628,197,58000,40822,10156,7022,58500,40854,10440,7206
run_sample_000102,M,run_27,ok,,830,20260318_135820_350192.jpg,5461,20260318_140054_775344.jpg,800,20260318_135819_333017.jpg,20260318_135819_333017,5491,20260318_140055_763109.jpg,20260318_140055_763109,5571,4692,799,80,5571,4691,799,81,5571,4692,799,80,5570,4691,798,81,97000,78154,13288,5558,97000,78214,13144,5642
run_sample_000103,M,run_29,ok,,624,20260318_140348_200693.jpg,2775,20260318_140459_928423.jpg,594,20260318_140347_189880.jpg,20260318_140347_189880,2805,20260318_140500_917993.jpg,20260318_140500_917993,3030,2212,593,225,3032,2211,596,225,3030,2212,593,225,3032,2211,595,226,54000,36832,9588,7580,54000,36862,9570,7568
