model,condition,grouping,group,contributing_jobs,total_samples,mean_n_per_job,tier3_accuracy_mean,tier3_accuracy_sd,tier3_macro_f1_mean,tier3_macro_f1_sd,node_accuracy_mean,node_accuracy_sd
A1-Legacy-Once,all,tail_reason,active_incomplete_atomic_prefix,12,3945,328.75,0.8587243981359102,0.07668567473074582,0.8705111139231811,0.04249703646735429,0.8580641588588325,0.07622424196795959
A1-Legacy-Once,all,tail_reason,atomic_sequence_complete,12,315,26.25,0.8569832907620264,0.04522273993235563,0.7865693257359925,0.04690761222262151,0.8569832907620264,0.04522273993235563
A1-Legacy-Once,all,tail_reason,empty_history,12,309,25.75,0.8495833333333334,0.10725718407339214,0.7874090409110504,0.20140321265274874,0.8495833333333334,0.10725718407339214
A1-Legacy-Once,all,tail_reason,latest_node_not_atomic,12,864,72.0,0.8258358311578088,0.03243041410511381,0.8355672299136351,0.04395511564105312,0.8258358311578088,0.03243041410511381
A1-Legacy-Once,all,tail_reason,observed_atomic_nodes_not_prefix,12,69,5.75,0.9583333333333334,0.0814173684098662,0.9866452991452991,0.026565267664717142,0.9583333333333334,0.0814173684098662
A1-Legacy-Once,all,tail_reason,repeated_node_fallback,12,183,15.25,0.8258101851851851,0.10952646038602436,0.8020138888888889,0.14060295219355934,0.8175154320987654,0.10567710257342217
A1-Legacy-Once,normal,tail_reason,repeated_node_fallback,3,21,7.0,0.9047619047619048,0.08247860988423227,0.9047619047619048,0.08247860988423227,0.9047619047619048,0.08247860988423227
A3-DualPos-Once,normal,exact_full_prefix,False,12,1455,121.25,0.8180345756655397,0.060888031871566,0.790223883814367,0.08481001234270028,0.8093165481200405,0.06565614058648048
A3-DualPos-Once,normal,exact_full_prefix,True,12,2868,239.0,0.8433578655034665,0.07326376674610345,0.8516677658036472,0.04556097785741337,0.8384871909265046,0.07895692890238071
A3-DualPos-Once,normal,local_suffix_1,insufficient,12,228,19.0,0.818796992481203,0.1557061702011612,0.7828792735042734,0.2215685412786742,0.818796992481203,0.1557061702011612
A3-DualPos-Once,normal,local_suffix_1,seen,12,4095,341.25,0.8369709578183547,0.07329106880740087,0.8219229384070234,0.06282166835233735,0.8310009629815013,0.07707191401761146
A3-DualPos-Once,normal,local_suffix_2,insufficient,12,456,38.0,0.8450710108604845,0.08247603664254595,0.8496004781368928,0.12399344671617797,0.8450710108604845,0.08247603664254595
A3-DualPos-Once,normal,local_suffix_2,seen,12,3720,310.0,0.8393196985420112,0.06909387405823354,0.8195891591037725,0.06388620240018016,0.8327891823961105,0.07367451667067403
A3-DualPos-Once,normal,local_suffix_2,unseen,12,147,12.25,0.7277777777777779,0.10125475422184013,0.7330747955747956,0.1177285824223899,0.7277777777777779,0.10125475422184013
A3-DualPos-Once,normal,local_prefix_3,insufficient,12,684,57.0,0.8748677248677249,0.07368362355298867,0.8601872397203524,0.10853248603292924,0.8748677248677249,0.07368362355298867
A3-DualPos-Once,normal,local_prefix_3,seen,12,3327,277.25,0.8326401035786293,0.07193184541135618,0.8010341254431487,0.07782950268557388,0.8253621188328334,0.07780974380480485
A3-DualPos-Once,normal,local_prefix_3,unseen,12,312,26.0,0.7977232494099135,0.1061851186052826,0.803034592041945,0.11622290847293378,0.7977232494099135,0.1061851186052826
A3-DualPos-Once,normal,history_length,0,12,228,19.0,0.818796992481203,0.1557061702011612,0.7828792735042734,0.2215685412786742,0.818796992481203,0.1557061702011612
A3-DualPos-Once,normal,history_length,1-2,12,456,38.0,0.9029030910609858,0.13458094854826386,0.9281400057502331,0.1287982485847074,0.9029030910609858,0.13458094854826386
A3-DualPos-Once,normal,history_length,11-20,12,1440,120.0,0.843575074926039,0.05334725742221971,0.8455032560916041,0.05261474731825478,0.8384891340011195,0.05917109485250776
A3-DualPos-Once,normal,history_length,21+,12,375,31.25,0.8490570063150709,0.0733074799268792,0.8338631687242799,0.07046611960735912,0.8379458952039597,0.0678998189947593
A3-DualPos-Once,normal,history_length,3-5,12,684,57.0,0.784558618769145,0.1479751041438492,0.7998167492431012,0.15312985966455137,0.784558618769145,0.1479751041438492
A3-DualPos-Once,normal,history_length,6-10,12,1140,95.0,0.8269507101086049,0.1001750622787627,0.7920235959577838,0.11466996774031071,0.8150459482038429,0.11915128262741055
A3-DualPos-Once,normal,stage,1,12,528,44.0,0.8133838383838383,0.10082478409163438,0.858705562114653,0.07373322071302334,0.8133838383838383,0.10082478409163438
A3-DualPos-Once,normal,stage,2,12,3192,266.0,0.8328828022437045,0.08426790944056764,0.841996938005641,0.07142005110960886,0.8251730516768111,0.08920612258461334
A3-DualPos-Once,normal,stage,3,12,603,50.25,0.8735130718954248,0.05553428256514526,0.9039734802234802,0.047624327398904175,0.8735130718954248,0.05553428256514526
A3-DualPos-Once,normal,active_tail,False,12,1149,95.75,0.8413038945577901,0.0536775942436245,0.8466211920851965,0.04994050572859113,0.8413038945577901,0.0536775942436245
A3-DualPos-Once,normal,active_tail,True,12,3174,264.5,0.8323670798388038,0.09089388564708845,0.8534661765844187,0.05454888826909549,0.8246256206877586,0.09543207982172304
A3-DualPos-Once,normal,tail_reason,active_incomplete_atomic_prefix,12,3174,264.5,0.8323670798388038,0.09089388564708845,0.8534661765844187,0.05454888826909549,0.8246256206877586,0.09543207982172304
A3-DualPos-Once,normal,tail_reason,atomic_sequence_complete,12,252,21.0,0.8836493407431623,0.06921638551730724,0.8243134099880133,0.08405597652914881,0.8836493407431623,0.06921638551730724
A3-DualPos-Once,normal,tail_reason,empty_history,12,228,19.0,0.818796992481203,0.1557061702011612,0.7828792735042734,0.2215685412786742,0.818796992481203,0.1557061702011612
A3-DualPos-Once,normal,tail_reason,latest_node_not_atomic,12,648,54.0,0.8328520685663543,0.05889351239236891,0.8240440910133371,0.06334843410012314,0.8328520685663543,0.05889351239236891
A3-DualPos-Once,fault,exact_full_prefix,False,12,552,46.0,0.7929878618113912,0.09441445805735416,0.7473484949910388,0.09421332548316592,0.770060690943044,0.11116133336590259
A3-DualPos-Once,fault,exact_full_prefix,True,12,810,67.5,0.8303101399419018,0.12760266611276072,0.8036927368484882,0.13441404532673237,0.823874555650714,0.13007315376694684
A3-DualPos-Once,fault,local_suffix_1,insufficient,12,81,6.75,0.7592592592592592,0.32436879335719543,0.7454721204721205,0.34116719722925304,0.7592592592592592,0.32436879335719543
A3-DualPos-Once,fault,local_suffix_1,seen,12,1281,106.75,0.8127548949809399,0.11191986894372676,0.7749264908845798,0.10043971645528155,0.7993446991210925,0.12240951048178228
A3-DualPos-Once,fault,local_suffix_2,insufficient,12,162,13.5,0.7731481481481483,0.20231312937990753,0.8046034892251998,0.18311269043836392,0.7731481481481483,0.20231312937990753
A3-DualPos-Once,fault,local_suffix_2,seen,12,1155,96.25,0.8189550863890177,0.11081709893726159,0.7830966033173622,0.10980079981979704,0.803952181103957,0.12381384042126606
A3-DualPos-Once,fault,local_suffix_2,unseen,12,45,3.75,0.6875,0.14704582533167937,0.6689814814814815,0.20023076380245453,0.6875,0.14704582533167937
A3-DualPos-Once,fault,local_prefix_3,insufficient,12,243,20.25,0.8234567901234567,0.13727191931066657,0.8594080241558312,0.1166015084684958,0.8234567901234567,0.13727191931066657
A3-DualPos-Once,fault,local_prefix_3,seen,12,1029,85.75,0.8154586913915272,0.12338796914887802,0.7768715520648956,0.10136818729363375,0.7984697723503693,0.13870964068153652
A3-DualPos-Once,fault,local_prefix_3,unseen,12,90,7.5,0.7126623376623377,0.14646129417819262,0.7077513227513227,0.12973659828575565,0.7126623376623377,0.14646129417819262
A3-DualPos-Once,fault,history_length,0,12,81,6.75,0.7592592592592592,0.32436879335719543,0.7454721204721205,0.34116719722925304,0.7592592592592592,0.32436879335719543
A3-DualPos-Once,fault,history_length,1-2,12,162,13.5,0.8555555555555555,0.15293609794981933,0.9345746845746845,0.06991615638518725,0.8555555555555555,0.15293609794981933
A3-DualPos-Once,fault,history_length,11-20,12,417,34.75,0.7985046828437633,0.09194576951171834,0.7631086524417845,0.10618279768064258,0.7739560354502882,0.11677609602361042
A3-DualPos-Once,fault,history_length,21+,12,114,9.5,0.7863636363636363,0.22916627772811904,0.7967592592592593,0.1968496029468227,0.7696969696969697,0.22473576387396563
A3-DualPos-Once,fault,history_length,3-5,12,243,20.25,0.8165123456790123,0.21909622079730207,0.8240650553150553,0.20952280539017337,0.8165123456790123,0.21909622079730207
A3-DualPos-Once,fault,history_length,6-10,12,345,28.75,0.8140740740740741,0.0933830234889866,0.8215575204116871,0.08926806531073636,0.8001851851851852,0.11307539803865914
A3-DualPos-Once,fault,stage,1,12,198,16.5,0.8181818181818182,0.09882860118265617,0.8207070707070706,0.09953421309520193,0.8181818181818182,0.09882860118265617
A3-DualPos-Once,fault,stage,2,12,999,83.25,0.8054276775615864,0.13782045196339254,0.7863074440002827,0.13754886306984743,0.7881534185013499,0.14984281222528217
A3-DualPos-Once,fault,stage,3,12,165,13.75,0.8084558823529412,0.12234660199281557,0.8087191358024691,0.12381906197885564,0.8084558823529412,0.12234660199281557
A3-DualPos-Once,fault,active_tail,False,12,591,49.25,0.8133247027030097,0.06667468374702822,0.7861607581158664,0.09364401652954736,0.8083173927614893,0.06676080576898231
A3-DualPos-Once,fault,active_tail,True,12,771,64.25,0.8111816439787213,0.16418970651050416,0.8313975849707301,0.13970102518233973,0.7930850856115442,0.17585444888128188
A3-DualPos-Once,fault,tail_reason,active_incomplete_atomic_prefix,12,771,64.25,0.8111816439787213,0.16418970651050416,0.8313975849707301,0.13970102518233973,0.7930850856115442,0.17585444888128188
A3-DualPos-Once,fault,tail_reason,atomic_sequence_complete,12,63,5.25,0.7256944444444443,0.22294115083134997,0.7175925925925926,0.22026707252743308,0.7256944444444443,0.22294115083134997
A3-DualPos-Once,fault,tail_reason,empty_history,12,81,6.75,0.7592592592592592,0.32436879335719543,0.7454721204721205,0.34116719722925304,0.7592592592592592,0.32436879335719543
A3-DualPos-Once,fault,tail_reason,latest_node_not_atomic,12,216,18.0,0.7872131642512077,0.06312653185719055,0.7973148148148148,0.08050407224880421,0.7872131642512077,0.06312653185719055
A3-DualPos-Once,fault,tail_reason,observed_atomic_nodes_not_prefix,12,69,5.75,0.9625,0.0703077649920819,0.9880341880341881,0.022733348459691324,0.9625,0.0703077649920819
A3-DualPos-Once,fault,tail_reason,repeated_node_fallback,12,162,13.5,0.8024691358024691,0.12568141575011824,0.7869791666666667,0.14944691012432165,0.7746913580246914,0.1629463821786287
A3-DualPos-Once,all,exact_full_prefix,False,12,2007,167.25,0.8111314687560472,0.06332715685687673,0.7791112445699012,0.08044258428734076,0.797941569756271,0.07147378401378134
A3-DualPos-Once,all,exact_full_prefix,True,12,3678,306.5,0.8342352895161333,0.08030386682533158,0.8285791355081978,0.06751861337320271,0.8289006606413585,0.08580945966390884
A3-DualPos-Once,all,local_suffix_1,insufficient,12,309,25.75,0.7923611111111111,0.15267721667486112,0.7795490274653923,0.2041472549494496,0.7923611111111111,0.15267721667486112
A3-DualPos-Once,all,local_suffix_1,seen,12,5376,448.0,0.828155663198752,0.0827791063418434,0.8134187482669155,0.062168031347454945,0.8199251842257831,0.08863584976061416
A3-DualPos-Once,all,local_suffix_2,insufficient,12,618,51.5,0.8215277777777777,0.0809420803437271,0.8382178266202893,0.10869110557596444,0.8215277777777777,0.0809420803437271
A3-DualPos-Once,all,local_suffix_2,seen,12,4875,406.25,0.831259692512824,0.07808866736381054,0.8137007052514024,0.0618027857118666,0.8222171359289344,0.08510018355131237
A3-DualPos-Once,all,local_suffix_2,unseen,12,192,16.0,0.7247150997150998,0.07295037453680484,0.7464285714285714,0.10351521030674338,0.7247150997150998,0.07295037453680484
A3-DualPos-Once,all,local_prefix_3,insufficient,12,927,77.25,0.8602777777777778,0.06240301116508031,0.852974766367867,0.09153344730249974,0.8602777777777778,0.06240301116508031
A3-DualPos-Once,all,local_prefix_3,seen,12,4356,363.0,0.8248571906840728,0.08300961950855712,0.8038758100880629,0.0726801904868278,0.8147451623409755,0.0915614599311242
A3-DualPos-Once,all,local_prefix_3,unseen,12,402,33.5,0.7680921748143456,0.07483907958028285,0.7714186507936508,0.08433202524665812,0.7680921748143456,0.07483907958028285
A3-DualPos-Once,all,history_length,0,12,309,25.75,0.7923611111111111,0.15267721667486112,0.7795490274653923,0.2041472549494496,0.7923611111111111,0.15267721667486112
A3-DualPos-Once,all,history_length,1-2,12,618,51.5,0.8942361111111111,0.1274098306296553,0.9253175391935896,0.13003341318570089,0.8942361111111111,0.1274098306296553
A3-DualPos-Once,all,history_length,11-20,12,1857,154.75,0.8305510555684127,0.059044473547387434,0.8355885342550421,0.05966174695786972,0.8197427293064877,0.0703086097021903
A3-DualPos-Once,all,history_length,21+,12,489,40.75,0.8299263594007024,0.0967803759835857,0.8116602059423127,0.07164610398085508,0.8169633964377394,0.08999507413229245
A3-DualPos-Once,all,history_length,3-5,12,927,77.25,0.7825000000000001,0.15784685143294805,0.797515244793451,0.13919228820753493,0.7825000000000001,0.15784685143294805
A3-DualPos-Once,all,history_length,6-10,12,1485,123.75,0.8251190476190476,0.09228548085871507,0.7794027972992369,0.09615336922203752,0.8126587301587301,0.11329030037780001
A3-DualPos-Once,all,stage,1,12,726,60.5,0.8085858585858586,0.06317996288947922,0.8601940147394692,0.04279248791610118,0.8085858585858586,0.06317996288947922
A3-DualPos-Once,all,stage,2,12,4191,349.25,0.8217511516415512,0.09570903889925411,0.8273665021348613,0.08544383735153208,0.8111260312939003,0.10281225043671244
A3-DualPos-Once,all,stage,3,12,768,64.0,0.8620310882928716,0.05935307903332602,0.8971101665219311,0.04750862405560947,0.8620310882928716,0.05935307903332602
A3-DualPos-Once,all,active_tail,False,12,1740,145.0,0.8291915077138109,0.04085715091467376,0.7991085971914328,0.042496284504254134,0.8273837475727174,0.041767955954099295
A3-DualPos-Once,all,active_tail,True,12,3945,328.75,0.823651761617111,0.10753468840538309,0.8475964245193008,0.0647529069105281,0.8131754347748048,0.1139196194295542
A3-DualPos-Once,all,tail_reason,active_incomplete_atomic_prefix,12,3945,328.75,0.823651761617111,0.10753468840538309,0.8475964245193008,0.0647529069105281,0.8131754347748048,0.1139196194295542
A3-DualPos-Once,all,tail_reason,atomic_sequence_complete,12,315,26.25,0.8552022137079609,0.058160325655823346,0.806175497048513,0.07264474057510457,0.8552022137079609,0.058160325655823346
A3-DualPos-Once,all,tail_reason,empty_history,12,309,25.75,0.7923611111111111,0.15267721667486112,0.7795490274653923,0.2041472549494496,0.7923611111111111,0.15267721667486112
A3-DualPos-Once,all,tail_reason,latest_node_not_atomic,12,864,72.0,0.8226421148724707,0.051624640808557096,0.8362604865622935,0.051248447859277034,0.8226421148724707,0.051624640808557096
A3-DualPos-Once,all,tail_reason,observed_atomic_nodes_not_prefix,12,69,5.75,0.9625,0.0703077649920819,0.9880341880341881,0.022733348459691324,0.9625,0.0703077649920819
A3-DualPos-Once,all,tail_reason,repeated_node_fallback,12,183,15.25,0.8082561728395062,0.11935776376978813,0.799525462962963,0.1370843689942423,0.7804783950617283,0.1592253449978061
A3-DualPos-Once,normal,tail_reason,repeated_node_fallback,3,21,7.0,0.9047619047619048,0.08247860988423227,0.9047619047619048,0.08247860988423227,0.9047619047619048,0.08247860988423227
