model,participant,seed,condition,grouping,group,n,node_accuracy,node_macro_f1,tier3_accuracy,tier3_macro_f1
M2-Direct-RealOrder,A,1,all,local_prefix_3,seen,332,0.6927710843373494,0.6624039049301458,0.6987951807228916,0.6765710888571965
M2-Direct-RealOrder,A,1,all,local_prefix_3,unseen,27,0.7407407407407407,0.7393650793650794,0.7407407407407407,0.7393650793650793
M2-Direct-RealOrder,A,1,all,history_length,0,24,1.0,1.0,1.0,1.0
M2-Direct-RealOrder,A,1,all,history_length,1-2,48,0.8125,0.8571428571428572,0.8125,0.8571428571428572
M2-Direct-RealOrder,A,1,all,history_length,11-20,145,0.7448275862068966,0.7079503897518604,0.7517241379310344,0.7505137415266725
M2-Direct-RealOrder,A,1,all,history_length,21+,37,0.6486486486486487,0.8257575757575757,0.6486486486486487,0.8257575757575757
M2-Direct-RealOrder,A,1,all,history_length,3-5,72,0.5416666666666666,0.5805325987144169,0.5416666666666666,0.580532598714417
M2-Direct-RealOrder,A,1,all,history_length,6-10,105,0.7523809523809524,0.7101833286921005,0.7619047619047619,0.7137908322996042
M2-Direct-RealOrder,A,1,all,stage,1,66,0.803030303030303,0.8655223564314473,0.803030303030303,0.8655223564314473
M2-Direct-RealOrder,A,1,all,stage,2,308,0.6948051948051948,0.6876151814556885,0.7012987012987013,0.7191400023816991
M2-Direct-RealOrder,A,1,all,stage,3,57,0.8070175438596491,0.8812626262626262,0.8070175438596491,0.8812626262626264
M2-Direct-RealOrder,A,1,all,active_tail,False,140,0.8214285714285714,0.7450747958684467,0.8214285714285714,0.7609110059659512
M2-Direct-RealOrder,A,1,all,active_tail,True,291,0.6804123711340206,0.7438614266351188,0.6872852233676976,0.7832667576012672
M2-Direct-RealOrder,A,1,all,tail_reason,active_incomplete_atomic_prefix,291,0.6804123711340206,0.7438614266351188,0.6872852233676976,0.7832667576012672
M2-Direct-RealOrder,A,1,all,tail_reason,atomic_sequence_complete,27,0.8888888888888888,0.8406926406926406,0.8888888888888888,0.8406926406926407
M2-Direct-RealOrder,A,1,all,tail_reason,empty_history,24,1.0,1.0,1.0,1.0
M2-Direct-RealOrder,A,1,all,tail_reason,latest_node_not_atomic,72,0.75,0.7616915763974589,0.75,0.7616915763974587
M2-Direct-RealOrder,A,1,all,tail_reason,observed_atomic_nodes_not_prefix,8,0.875,0.9615384615384615,0.875,0.9615384615384615
M2-Direct-RealOrder,A,1,all,tail_reason,repeated_node_fallback,9,0.6666666666666666,0.5925925925925926,0.6666666666666666,0.625
M2-Direct-RealOrder,A,2,normal,exact_full_prefix,False,107,0.7757009345794392,0.7221840251252016,0.7757009345794392,0.7133408307092518
M2-Direct-RealOrder,A,2,normal,exact_full_prefix,True,187,0.786096256684492,0.8169454375953279,0.786096256684492,0.8324862702420246
M2-Direct-RealOrder,A,2,normal,local_suffix_1,insufficient,15,1.0,1.0,1.0,1.0
M2-Direct-RealOrder,A,2,normal,local_suffix_1,seen,279,0.7706093189964157,0.7792527689695513,0.7706093189964157,0.7837939277896846
M2-Direct-RealOrder,A,2,normal,local_suffix_2,insufficient,30,0.8,0.9158163265306122,0.8,0.9158163265306122
M2-Direct-RealOrder,A,2,normal,local_suffix_2,seen,259,0.7799227799227799,0.7793190036320592,0.7799227799227799,0.7838687088602582
M2-Direct-RealOrder,A,2,normal,local_suffix_2,unseen,5,0.8,0.7333333333333333,0.8,0.7333333333333333
