comparison_model,participant,seed,condition,grouping,group,tier3_accuracy_delta_vs_m2,tier3_macro_f1_delta_vs_m2,node_accuracy_delta_vs_m2
A3-DualPos-Once,A,1,all,history_length,11-20,0.020689655172413834,0.05158796501051788,0.020689655172413723
A3-DualPos-Once,A,1,all,history_length,21+,0.05405405405405406,-0.003030303030302939,0.05405405405405406
A3-DualPos-Once,A,1,all,history_length,3-5,-0.01388888888888884,0.018589052581147292,-0.01388888888888884
A3-DualPos-Once,A,1,all,history_length,6-10,0.02857142857142858,0.012890889005772954,0.03809523809523807
A3-DualPos-Once,A,1,all,local_prefix_3,insufficient,-0.05555555555555558,-0.12065100856590216,-0.05555555555555558
A3-DualPos-Once,A,1,all,local_prefix_3,seen,0.02108433734939752,0.05964631395986386,0.024096385542168752
A3-DualPos-Once,A,1,all,local_prefix_3,unseen,0.0,0.03555555555555556,0.0
A3-DualPos-Once,A,1,all,local_suffix_1,insufficient,0.0,0.0,0.0
A3-DualPos-Once,A,1,all,local_suffix_1,seen,0.0073710073710073765,0.03766091660542359,0.009828009828009798
A3-DualPos-Once,A,1,all,local_suffix_2,insufficient,-0.0625,-0.029501440808431756,-0.0625
A3-DualPos-Once,A,1,all,local_suffix_2,seen,0.016129032258064502,0.03815217539994431,0.018817204301075252
A3-DualPos-Once,A,1,all,local_suffix_2,unseen,0.0,-0.023809523809523836,0.0
A3-DualPos-Once,A,1,all,stage,1,0.015151515151515249,0.01377410468319551,0.015151515151515249
A3-DualPos-Once,A,1,all,stage,2,-0.016233766233766267,-0.017413246971803464,-0.012987012987012991
A3-DualPos-Once,A,1,all,stage,3,0.1228070175438597,0.07555555555555538,0.1228070175438597
A3-DualPos-Once,A,1,all,tail_reason,active_incomplete_atomic_prefix,-0.01718213058419249,-0.01821210409765117,-0.013745704467354014
A3-DualPos-Once,A,1,all,tail_reason,atomic_sequence_complete,0.0,0.0,0.0
A3-DualPos-Once,A,1,all,tail_reason,empty_history,0.0,0.0,0.0
A3-DualPos-Once,A,1,all,tail_reason,latest_node_not_atomic,0.11111111111111116,0.09679601444307329,0.11111111111111116
A3-DualPos-Once,A,1,all,tail_reason,observed_atomic_nodes_not_prefix,0.0,0.0,0.0
A3-DualPos-Once,A,1,all,tail_reason,repeated_node_fallback,0.0,0.0,0.0
A3-DualPos-Once,A,1,fault,active_tail,False,0.07017543859649122,0.11486729644624394,0.07017543859649122
A3-DualPos-Once,A,1,fault,active_tail,True,-0.025000000000000022,-0.017019642525715417,-0.012500000000000067
A3-DualPos-Once,A,1,fault,exact_full_prefix,False,0.0,0.07884483937115516,0.0
A3-DualPos-Once,A,1,fault,exact_full_prefix,True,0.02298850574712641,0.057730317991187774,0.03448275862068961
A3-DualPos-Once,A,1,fault,history_length,0,0.0,0.0,0.0
A3-DualPos-Once,A,1,fault,history_length,1-2,-0.05555555555555558,-0.03888888888888886,-0.05555555555555558
A3-DualPos-Once,A,1,fault,history_length,11-20,-0.022727272727272707,0.018915343915343996,-0.022727272727272707
A3-DualPos-Once,A,1,fault,history_length,21+,0.1111111111111111,0.16666666666666663,0.1111111111111111
A3-DualPos-Once,A,1,fault,history_length,3-5,0.1111111111111111,0.17589285714285718,0.1111111111111111
A3-DualPos-Once,A,1,fault,history_length,6-10,0.0,-0.008888888888888835,0.03333333333333344
A3-DualPos-Once,A,1,fault,local_prefix_3,insufficient,-0.03703703703703709,-0.03274853801169597,-0.03703703703703709
A3-DualPos-Once,A,1,fault,local_prefix_3,seen,0.04040404040404044,0.1381212121212122,0.0505050505050505
A3-DualPos-Once,A,1,fault,local_prefix_3,unseen,-0.09090909090909094,-0.11111111111111094,-0.09090909090909094
A3-DualPos-Once,A,1,fault,local_suffix_1,insufficient,0.0,0.0,0.0
A3-DualPos-Once,A,1,fault,local_suffix_1,seen,0.015625,0.08993386243386259,0.0234375
A3-DualPos-Once,A,1,fault,local_suffix_2,insufficient,-0.05555555555555558,-0.0491228070175439,-0.05555555555555558
A3-DualPos-Once,A,1,fault,local_suffix_2,seen,0.026548672566371723,0.10070346320346324,0.03539823008849552
A3-DualPos-Once,A,1,fault,local_suffix_2,unseen,0.0,-0.05555555555555569,0.0
A3-DualPos-Once,A,1,fault,stage,1,0.09090909090909094,0.09090909090909083,0.09090909090909094
A3-DualPos-Once,A,1,fault,stage,2,-0.030612244897959218,-0.03214285714285714,-0.020408163265306145
A3-DualPos-Once,A,1,fault,stage,3,0.17647058823529405,0.16666666666666663,0.17647058823529405
A3-DualPos-Once,A,1,fault,tail_reason,active_incomplete_atomic_prefix,-0.025000000000000022,-0.017019642525715417,-0.012500000000000067
A3-DualPos-Once,A,1,fault,tail_reason,atomic_sequence_complete,0.0,0.0,0.0
A3-DualPos-Once,A,1,fault,tail_reason,empty_history,0.0,0.0,0.0
A3-DualPos-Once,A,1,fault,tail_reason,latest_node_not_atomic,0.17391304347826086,0.19999999999999996,0.17391304347826086
A3-DualPos-Once,A,1,fault,tail_reason,observed_atomic_nodes_not_prefix,0.0,0.0,0.0
A3-DualPos-Once,A,1,fault,tail_reason,repeated_node_fallback,0.0,0.0,0.0
A3-DualPos-Once,A,1,normal,active_tail,False,0.048192771084337394,0.0553194515560107,0.048192771084337394
A3-DualPos-Once,A,1,normal,active_tail,True,-0.01421800947867291,-0.01969870763437065,-0.01421800947867291
A3-DualPos-Once,A,1,normal,exact_full_prefix,False,0.028037383177570097,0.0445814588461646,0.028037383177570097
A3-DualPos-Once,A,1,normal,exact_full_prefix,True,-0.010695187165775444,0.03813137993359961,-0.010695187165775444
A3-DualPos-Once,A,1,normal,history_length,0,0.0,0.0,0.0
A3-DualPos-Once,A,1,normal,history_length,1-2,-0.10000000000000009,-0.12808641975308632,-0.10000000000000009
A3-DualPos-Once,A,1,normal,history_length,11-20,0.03960396039603953,0.06863802133538977,0.03960396039603953
A3-DualPos-Once,A,1,normal,history_length,21+,0.0357142857142857,-0.014285714285714235,0.0357142857142857
A3-DualPos-Once,A,1,normal,history_length,3-5,-0.0888888888888889,-0.035039069046421956,-0.0888888888888889
A3-DualPos-Once,A,1,normal,history_length,6-10,0.040000000000000036,0.065560815049306,0.040000000000000036
A3-DualPos-Once,A,1,normal,local_prefix_3,insufficient,-0.06666666666666665,-0.12132173382173372,-0.06666666666666665
A3-DualPos-Once,A,1,normal,local_prefix_3,seen,0.012875536480686733,0.034506492138624445,0.012875536480686733
A3-DualPos-Once,A,1,normal,local_prefix_3,unseen,0.0625,0.09999999999999998,0.0625
A3-DualPos-Once,A,1,normal,local_suffix_1,insufficient,0.0,0.0,0.0
A3-DualPos-Once,A,1,normal,local_suffix_1,seen,0.0035842293906810374,0.02633188860175284,0.0035842293906810374
A3-DualPos-Once,A,1,normal,local_suffix_2,insufficient,-0.06666666666666665,-0.030459619745334066,-0.06666666666666665
A3-DualPos-Once,A,1,normal,local_suffix_2,seen,0.01158301158301156,0.02946336790138737,0.01158301158301156
A3-DualPos-Once,A,1,normal,local_suffix_2,unseen,0.0,0.0,0.0
A3-DualPos-Once,A,1,normal,stage,1,-0.022727272727272818,-0.01298701298701288,-0.022727272727272818
A3-DualPos-Once,A,1,normal,stage,2,-0.00952380952380949,-0.012908229317614373,-0.00952380952380949
A3-DualPos-Once,A,1,normal,stage,3,0.09999999999999998,0.0742857142857144,0.09999999999999998
A3-DualPos-Once,A,1,normal,tail_reason,active_incomplete_atomic_prefix,-0.01421800947867291,-0.01969870763437065,-0.01421800947867291
A3-DualPos-Once,A,1,normal,tail_reason,atomic_sequence_complete,0.0,0.0,0.0
A3-DualPos-Once,A,1,normal,tail_reason,empty_history,0.0,0.0,0.0
A3-DualPos-Once,A,1,normal,tail_reason,latest_node_not_atomic,0.08163265306122447,0.12878306878306878,0.08163265306122447
A3-DualPos-Once,A,2,all,active_tail,False,-0.021428571428571352,-0.011349092263765792,-0.02857142857142858
A3-DualPos-Once,A,2,all,active_tail,True,-0.010309278350515427,-0.02700332978832931,-0.05154639175257736
A3-DualPos-Once,A,2,all,exact_full_prefix,False,-0.01273885350318471,-0.012427961826938727,-0.05095541401273884
A3-DualPos-Once,A,2,all,exact_full_prefix,True,-0.014598540145985384,-0.018764037400630817,-0.04014598540145975
A3-DualPos-Once,A,2,all,history_length,0,0.0,0.0,0.0
A3-DualPos-Once,A,2,all,history_length,1-2,-0.04166666666666674,-0.11149321266968326,-0.04166666666666674
A3-DualPos-Once,A,2,all,history_length,11-20,0.006896551724137945,0.008340739735919533,-0.034482758620689724
A3-DualPos-Once,A,2,all,history_length,21+,0.027027027027027084,0.015472910927456396,0.027027027027027084
A3-DualPos-Once,A,2,all,history_length,3-5,0.02777777777777779,-0.01917502787068004,0.02777777777777779
A3-DualPos-Once,A,2,all,history_length,6-10,-0.07619047619047625,-0.0028518343905605814,-0.1428571428571428
A3-DualPos-Once,A,2,all,local_prefix_3,insufficient,-0.02777777777777779,-0.09867876651834862,-0.02777777777777779
A3-DualPos-Once,A,2,all,local_prefix_3,seen,-0.009036144578313254,-0.02674158373221114,-0.048192771084337394
A3-DualPos-Once,A,2,all,local_prefix_3,unseen,-0.03703703703703709,-0.00952380952380949,-0.03703703703703709
A3-DualPos-Once,A,2,all,local_suffix_1,insufficient,0.0,0.0,0.0
A3-DualPos-Once,A,2,all,local_suffix_1,seen,-0.014742014742014753,-0.03238965142519179,-0.04668304668304668
A3-DualPos-Once,A,2,all,local_suffix_2,insufficient,0.02083333333333326,0.010290837746896875,0.02083333333333326
A3-DualPos-Once,A,2,all,local_suffix_2,seen,-0.016129032258064502,-0.03247704039841737,-0.05107526881720437
A3-DualPos-Once,A,2,all,local_suffix_2,unseen,-0.09090909090909094,-0.14285714285714302,-0.09090909090909094
A3-DualPos-Once,A,2,all,stage,1,-0.0757575757575758,-0.046726001271455764,-0.0757575757575758
A3-DualPos-Once,A,2,all,stage,2,-0.00649350649350644,-0.003709006305125606,-0.04870129870129869
A3-DualPos-Once,A,2,all,stage,3,0.01754385964912275,-0.0033766233766231446,0.01754385964912275
A3-DualPos-Once,A,2,all,tail_reason,active_incomplete_atomic_prefix,-0.010309278350515427,-0.02700332978832931,-0.05154639175257736
A3-DualPos-Once,A,2,all,tail_reason,atomic_sequence_complete,-0.03703703703703698,0.003527336860670305,-0.03703703703703698
A3-DualPos-Once,A,2,all,tail_reason,empty_history,0.0,0.0,0.0
A3-DualPos-Once,A,2,all,tail_reason,latest_node_not_atomic,-0.04166666666666663,-0.02157711569476284,-0.04166666666666663
A3-DualPos-Once,A,2,all,tail_reason,observed_atomic_nodes_not_prefix,0.0,0.0,0.0
A3-DualPos-Once,A,2,all,tail_reason,repeated_node_fallback,0.11111111111111105,0.125,0.0
A3-DualPos-Once,A,2,fault,active_tail,False,0.01754385964912275,0.040723981900452566,0.0
A3-DualPos-Once,A,2,fault,active_tail,True,0.08750000000000002,0.043118098131806115,0.025000000000000022
A3-DualPos-Once,A,2,fault,exact_full_prefix,False,0.040000000000000036,0.007294752031594021,-0.039999999999999925
A3-DualPos-Once,A,2,fault,exact_full_prefix,True,0.06896551724137923,0.021061353611455003,0.04597701149425282
A3-DualPos-Once,A,2,fault,history_length,0,0.0,0.0,0.0
A3-DualPos-Once,A,2,fault,history_length,1-2,0.05555555555555558,0.03888888888888886,0.05555555555555558
A3-DualPos-Once,A,2,fault,history_length,11-20,0.06818181818181823,0.030809930809930774,-0.022727272727272707
A3-DualPos-Once,A,2,fault,history_length,21+,0.0,0.0,0.0
A3-DualPos-Once,A,2,fault,history_length,3-5,0.14814814814814814,0.03125,0.14814814814814814
A3-DualPos-Once,A,2,fault,history_length,6-10,0.0,0.050793650793650835,-0.06666666666666665
A3-DualPos-Once,A,2,fault,local_prefix_3,insufficient,0.03703703703703709,0.03274853801169597,0.03703703703703709
A3-DualPos-Once,A,2,fault,local_prefix_3,seen,0.08080808080808088,0.015637426900584672,0.02020202020202022
A3-DualPos-Once,A,2,fault,local_prefix_3,unseen,-0.09090909090909094,-0.11111111111111105,-0.09090909090909094
A3-DualPos-Once,A,2,fault,local_suffix_1,insufficient,0.0,0.0,0.0
A3-DualPos-Once,A,2,fault,local_suffix_1,seen,0.0625,0.012736494671479193,0.015625
A3-DualPos-Once,A,2,fault,local_suffix_2,insufficient,0.05555555555555558,0.0491228070175439,0.05555555555555558
A3-DualPos-Once,A,2,fault,local_suffix_2,seen,0.06194690265486724,0.00386310026402914,0.008849557522123908
A3-DualPos-Once,A,2,fault,local_suffix_2,unseen,0.0,0.0,0.0
A3-DualPos-Once,A,2,fault,stage,1,-0.045454545454545414,-0.030303030303030387,-0.045454545454545414
A3-DualPos-Once,A,2,fault,stage,2,0.08163265306122447,0.06706521088574413,0.020408163265306034
A3-DualPos-Once,A,2,fault,stage,3,0.05882352941176461,0.06666666666666665,0.05882352941176461
A3-DualPos-Once,A,2,fault,tail_reason,active_incomplete_atomic_prefix,0.08750000000000002,0.043118098131806115,0.025000000000000022
A3-DualPos-Once,A,2,fault,tail_reason,atomic_sequence_complete,0.0,0.0,0.0
A3-DualPos-Once,A,2,fault,tail_reason,empty_history,0.0,0.0,0.0
A3-DualPos-Once,A,2,fault,tail_reason,latest_node_not_atomic,0.0,0.035555555555555673,0.0
A3-DualPos-Once,A,2,fault,tail_reason,observed_atomic_nodes_not_prefix,0.0,0.0,0.0
A3-DualPos-Once,A,2,fault,tail_reason,repeated_node_fallback,0.11111111111111105,0.125,0.0
A3-DualPos-Once,A,2,normal,active_tail,False,-0.048192771084337394,-0.03893259269603344,-0.048192771084337394
A3-DualPos-Once,A,2,normal,active_tail,True,-0.04739336492890989,-0.04775921179357734,-0.08056872037914686
A3-DualPos-Once,A,2,normal,exact_full_prefix,False,-0.03738317757009346,-0.01542356279198387,-0.05607476635514019
A3-DualPos-Once,A,2,normal,exact_full_prefix,True,-0.053475935828877,-0.05161887637216578,-0.0802139037433155
A3-DualPos-Once,A,2,normal,history_length,0,0.0,0.0,0.0
A3-DualPos-Once,A,2,normal,history_length,1-2,-0.10000000000000009,-0.12222222222222223,-0.10000000000000009
A3-DualPos-Once,A,2,normal,history_length,11-20,-0.01980198019801982,-0.002924379896886431,-0.03960396039603964
A3-DualPos-Once,A,2,normal,history_length,21+,0.0357142857142857,0.03452380952380962,0.0357142857142857
A3-DualPos-Once,A,2,normal,history_length,3-5,-0.0444444444444444,-0.043055555555555514,-0.0444444444444444
A3-DualPos-Once,A,2,normal,history_length,6-10,-0.10666666666666669,-0.08139440837650558,-0.17333333333333334
A3-DualPos-Once,A,2,normal,local_prefix_3,insufficient,-0.06666666666666665,-0.10999999999999999,-0.06666666666666665
A3-DualPos-Once,A,2,normal,local_prefix_3,seen,-0.047210300429184615,-0.04970030426063887,-0.07725321888412018
A3-DualPos-Once,A,2,normal,local_prefix_3,unseen,0.0,0.016666666666666607,0.0
A3-DualPos-Once,A,2,normal,local_suffix_1,insufficient,0.0,0.0,0.0
A3-DualPos-Once,A,2,normal,local_suffix_1,seen,-0.05017921146953397,-0.05089336287972368,-0.07526881720430101
A3-DualPos-Once,A,2,normal,local_suffix_2,insufficient,0.0,0.0,0.0
A3-DualPos-Once,A,2,normal,local_suffix_2,seen,-0.050193050193050204,-0.04715095057132668,-0.07722007722007718
A3-DualPos-Once,A,2,normal,local_suffix_2,unseen,-0.20000000000000007,-0.19999999999999996,-0.20000000000000007
A3-DualPos-Once,A,2,normal,stage,1,-0.09090909090909094,-0.05743145743145739,-0.09090909090909094
A3-DualPos-Once,A,2,normal,stage,2,-0.04761904761904756,-0.03666227925478038,-0.08095238095238089
A3-DualPos-Once,A,2,normal,stage,3,0.0,-0.03238095238095251,0.0
A3-DualPos-Once,A,2,normal,tail_reason,active_incomplete_atomic_prefix,-0.04739336492890989,-0.04775921179357734,-0.08056872037914686
A3-DualPos-Once,A,2,normal,tail_reason,atomic_sequence_complete,-0.052631578947368474,0.0,-0.052631578947368474
A3-DualPos-Once,A,2,normal,tail_reason,empty_history,0.0,0.0,0.0
A3-DualPos-Once,A,2,normal,tail_reason,latest_node_not_atomic,-0.061224489795918435,0.005574795574795677,-0.061224489795918435
A3-DualPos-Once,A,42,all,active_tail,False,-0.042857142857142816,-0.04770827463135152,-0.042857142857142816
A3-DualPos-Once,A,42,all,active_tail,True,-0.08247422680412364,-0.05850606303281192,-0.09621993127147765
A3-DualPos-Once,A,42,all,exact_full_prefix,False,-0.07006369426751602,-0.10019804632549734,-0.08280254777070073
A3-DualPos-Once,A,42,all,exact_full_prefix,True,-0.06934306569343063,-0.06486458907437076,-0.07664233576642343
A3-DualPos-Once,A,42,all,history_length,0,-0.08333333333333337,-0.16666666666666663,-0.08333333333333337
A3-DualPos-Once,A,42,all,history_length,1-2,-0.1875,-0.03956043956043964,-0.1875
A3-DualPos-Once,A,42,all,history_length,11-20,-0.06206896551724139,-0.06111228750006126,-0.08275862068965512
A3-DualPos-Once,A,42,all,history_length,21+,-0.027027027027026973,-0.030303030303030387,-0.027027027027026973
A3-DualPos-Once,A,42,all,history_length,3-5,-0.04166666666666674,-0.018226016861699,-0.05555555555555558
A3-DualPos-Once,A,42,all,history_length,6-10,-0.05714285714285716,-0.0565122696588215,-0.05714285714285716
A3-DualPos-Once,A,42,all,local_prefix_3,insufficient,-0.15277777777777768,-0.09305781175346395,-0.15277777777777768
A3-DualPos-Once,A,42,all,local_prefix_3,seen,-0.04819277108433728,-0.039836056635300765,-0.06024096385542166
A3-DualPos-Once,A,42,all,local_prefix_3,unseen,-0.11111111111111105,-0.1644444444444445,-0.11111111111111105
A3-DualPos-Once,A,42,all,local_suffix_1,insufficient,-0.08333333333333337,-0.16666666666666663,-0.08333333333333337
A3-DualPos-Once,A,42,all,local_suffix_1,seen,-0.06879606879606881,-0.060286046172599916,-0.07862407862407872
A3-DualPos-Once,A,42,all,local_suffix_2,insufficient,-0.16666666666666663,-0.1191642208722955,-0.16666666666666663
A3-DualPos-Once,A,42,all,local_suffix_2,seen,-0.05913978494623651,-0.05839389874503109,-0.06989247311827951
A3-DualPos-Once,A,42,all,local_suffix_2,unseen,0.0,0.0,0.0
A3-DualPos-Once,A,42,all,stage,1,-0.06060606060606066,-0.05513880059334608,-0.06060606060606066
A3-DualPos-Once,A,42,all,stage,2,-0.0714285714285714,-0.06759382458407692,-0.08441558441558439
A3-DualPos-Once,A,42,all,stage,3,-0.07017543859649122,-0.04444444444444451,-0.07017543859649122
A3-DualPos-Once,A,42,all,tail_reason,active_incomplete_atomic_prefix,-0.08247422680412364,-0.05850606303281192,-0.09621993127147765
A3-DualPos-Once,A,42,all,tail_reason,atomic_sequence_complete,-0.07407407407407407,-0.13804713804713797,-0.07407407407407407
A3-DualPos-Once,A,42,all,tail_reason,empty_history,-0.08333333333333337,-0.16666666666666663,-0.08333333333333337
A3-DualPos-Once,A,42,all,tail_reason,latest_node_not_atomic,-0.04166666666666663,-0.02997917115564175,-0.04166666666666663
A3-DualPos-Once,A,42,all,tail_reason,observed_atomic_nodes_not_prefix,0.125,0.04487179487179482,0.125
A3-DualPos-Once,A,42,all,tail_reason,repeated_node_fallback,0.0,0.0,0.0
A3-DualPos-Once,A,42,fault,active_tail,False,-0.052631578947368474,-0.11630036630036622,-0.052631578947368474
A3-DualPos-Once,A,42,fault,active_tail,True,-0.08750000000000002,-0.06555117229030272,-0.125
A3-DualPos-Once,A,42,fault,exact_full_prefix,False,-0.07999999999999996,-0.13550835129782512,-0.09999999999999998
A3-DualPos-Once,A,42,fault,exact_full_prefix,True,-0.06896551724137934,-0.07402472342472344,-0.09195402298850575
A3-DualPos-Once,A,42,fault,history_length,0,-0.11111111111111116,-0.16666666666666674,-0.11111111111111116
A3-DualPos-Once,A,42,fault,history_length,1-2,-0.2222222222222222,-0.11645299145299137,-0.2222222222222222
A3-DualPos-Once,A,42,fault,history_length,11-20,-0.06818181818181823,-0.07126577126577127,-0.11363636363636365
A3-DualPos-Once,A,42,fault,history_length,21+,-0.11111111111111116,-0.16666666666666663,-0.11111111111111116
A3-DualPos-Once,A,42,fault,history_length,3-5,0.0,-0.06547619047619035,-0.037037037037037035
A3-DualPos-Once,A,42,fault,history_length,6-10,-0.03333333333333344,-0.05174603174603176,-0.03333333333333344
A3-DualPos-Once,A,42,fault,local_prefix_3,insufficient,-0.18518518518518523,-0.1562171989803568,-0.18518518518518523
A3-DualPos-Once,A,42,fault,local_prefix_3,seen,-0.04040404040404044,-0.09029454205924792,-0.07070707070707072
A3-DualPos-Once,A,42,fault,local_prefix_3,unseen,-0.09090909090909094,-0.08333333333333326,-0.09090909090909094
A3-DualPos-Once,A,42,fault,local_suffix_1,insufficient,-0.11111111111111116,-0.16666666666666674,-0.11111111111111116
A3-DualPos-Once,A,42,fault,local_suffix_1,seen,-0.0703125,-0.10136920813391415,-0.09375
A3-DualPos-Once,A,42,fault,local_suffix_2,insufficient,-0.2222222222222222,-0.2150950292397662,-0.2222222222222222
A3-DualPos-Once,A,42,fault,local_suffix_2,seen,-0.053097345132743445,-0.10482647604496342,-0.07964601769911495
A3-DualPos-Once,A,42,fault,local_suffix_2,unseen,0.0,0.0,0.0
A3-DualPos-Once,A,42,fault,stage,1,-0.09090909090909094,-0.09090909090909094,-0.09090909090909094
A3-DualPos-Once,A,42,fault,stage,2,-0.061224489795918435,-0.06007760887647051,-0.09183673469387765
A3-DualPos-Once,A,42,fault,stage,3,-0.11764705882352944,-0.13333333333333341,-0.11764705882352944
A3-DualPos-Once,A,42,fault,tail_reason,active_incomplete_atomic_prefix,-0.08750000000000002,-0.06555117229030272,-0.125
A3-DualPos-Once,A,42,fault,tail_reason,atomic_sequence_complete,-0.125,-0.16666666666666663,-0.125
A3-DualPos-Once,A,42,fault,tail_reason,empty_history,-0.11111111111111116,-0.16666666666666674,-0.11111111111111116
A3-DualPos-Once,A,42,fault,tail_reason,latest_node_not_atomic,-0.08695652173913049,-0.12444444444444436,-0.08695652173913049
A3-DualPos-Once,A,42,fault,tail_reason,observed_atomic_nodes_not_prefix,0.125,0.04487179487179482,0.125
A3-DualPos-Once,A,42,fault,tail_reason,repeated_node_fallback,0.0,0.0,0.0
A3-DualPos-Once,A,42,normal,active_tail,False,-0.03614457831325302,-0.04638447971781312,-0.03614457831325302
A3-DualPos-Once,A,42,normal,active_tail,True,-0.08056872037914686,-0.06087343931764677,-0.08530805687203791
A3-DualPos-Once,A,42,normal,exact_full_prefix,False,-0.06542056074766356,-0.08978013214855318,-0.07476635514018692
A3-DualPos-Once,A,42,normal,exact_full_prefix,True,-0.06951871657754016,-0.06255630936956036,-0.06951871657754016
A3-DualPos-Once,A,42,normal,history_length,0,-0.06666666666666665,-0.33333333333333337,-0.06666666666666665
A3-DualPos-Once,A,42,normal,history_length,1-2,-0.16666666666666674,-0.03382148180909794,-0.16666666666666674
A3-DualPos-Once,A,42,normal,history_length,11-20,-0.05940594059405935,-0.0682885587065154,-0.06930693069306926
A3-DualPos-Once,A,42,normal,history_length,21+,0.0,0.0,0.0
A3-DualPos-Once,A,42,normal,history_length,3-5,-0.06666666666666665,-0.03233251633986922,-0.06666666666666665
A3-DualPos-Once,A,42,normal,history_length,6-10,-0.06666666666666665,-0.034258133061989104,-0.06666666666666665
A3-DualPos-Once,A,42,normal,local_prefix_3,insufficient,-0.13333333333333341,-0.10729118548003991,-0.13333333333333341
A3-DualPos-Once,A,42,normal,local_prefix_3,seen,-0.05150214592274671,-0.031768410130480595,-0.05579399141630892
A3-DualPos-Once,A,42,normal,local_prefix_3,unseen,-0.125,-0.16666666666666663,-0.125
A3-DualPos-Once,A,42,normal,local_suffix_1,insufficient,-0.06666666666666665,-0.33333333333333337,-0.06666666666666665
A3-DualPos-Once,A,42,normal,local_suffix_1,seen,-0.06810035842293904,-0.05178119147939342,-0.07168458781362008
A3-DualPos-Once,A,42,normal,local_suffix_2,insufficient,-0.13333333333333341,-0.13751945222533468,-0.13333333333333341
A3-DualPos-Once,A,42,normal,local_suffix_2,seen,-0.061776061776061764,-0.05020906872915021,-0.06563706563706562
A3-DualPos-Once,A,42,normal,local_suffix_2,unseen,0.0,0.0,0.0
A3-DualPos-Once,A,42,normal,stage,1,-0.045454545454545525,-0.04913419913419903,-0.045454545454545525
A3-DualPos-Once,A,42,normal,stage,2,-0.07619047619047614,-0.06690603388350347,-0.08095238095238089
A3-DualPos-Once,A,42,normal,stage,3,-0.050000000000000044,-0.033333333333333326,-0.050000000000000044
A3-DualPos-Once,A,42,normal,tail_reason,active_incomplete_atomic_prefix,-0.08056872037914686,-0.06087343931764677,-0.08530805687203791
A3-DualPos-Once,A,42,normal,tail_reason,atomic_sequence_complete,-0.052631578947368474,-0.03888888888888886,-0.052631578947368474
A3-DualPos-Once,A,42,normal,tail_reason,empty_history,-0.06666666666666665,-0.33333333333333337,-0.06666666666666665
A3-DualPos-Once,A,42,normal,tail_reason,latest_node_not_atomic,-0.020408163265306145,-0.018624338624338654,-0.020408163265306145
A3-DualPos-Once,D,1,all,active_tail,False,-0.007246376811594235,0.04601209327653111,-0.007246376811594235
A3-DualPos-Once,D,1,all,active_tail,True,0.030864197530864113,0.04094333617766699,-0.0030864197530864335
A3-DualPos-Once,D,1,all,exact_full_prefix,False,0.03296703296703296,0.028339348044817747,0.02197802197802201
A3-DualPos-Once,D,1,all,exact_full_prefix,True,0.010714285714285676,0.010741961588288884,-0.021428571428571463
A3-DualPos-Once,D,1,all,history_length,0,-0.12,0.019642857142857073,-0.12
A3-DualPos-Once,D,1,all,history_length,1-2,0.020000000000000018,0.0038610038610038533,0.020000000000000018
A3-DualPos-Once,D,1,all,history_length,11-20,0.0,-0.0015205758649494694,-0.01379310344827589
A3-DualPos-Once,D,1,all,history_length,21+,0.08510638297872342,0.16025641025641024,0.08510638297872342
A3-DualPos-Once,D,1,all,history_length,3-5,-0.09333333333333327,-0.062400700295437206,-0.09333333333333327
A3-DualPos-Once,D,1,all,history_length,6-10,0.1166666666666667,0.030693585571634263,0.04166666666666674
A3-DualPos-Once,D,1,all,local_prefix_3,insufficient,-0.026666666666666727,0.0016150403650403433,-0.026666666666666727
A3-DualPos-Once,D,1,all,local_prefix_3,seen,0.020588235294117685,-0.009137396117738117,-0.0117647058823529
A3-DualPos-Once,D,1,all,local_prefix_3,unseen,0.08510638297872342,0.1316666666666667,0.08510638297872342
A3-DualPos-Once,D,1,all,local_suffix_1,insufficient,-0.12,0.019642857142857073,-0.12
A3-DualPos-Once,D,1,all,local_suffix_1,seen,0.027459954233409634,0.02265527097320108,0.0022883295194507935
A3-DualPos-Once,D,1,all,local_suffix_2,insufficient,-0.06000000000000005,0.005133928571428581,-0.06000000000000005
A3-DualPos-Once,D,1,all,local_suffix_2,seen,0.02564102564102566,0.002829218889084606,-0.002564102564102555
A3-DualPos-Once,D,1,all,local_suffix_2,unseen,0.09090909090909094,0.08717948717948731,0.09090909090909094
A3-DualPos-Once,D,1,all,stage,1,-0.015151515151515138,-0.0012714558169102386,-0.015151515151515138
A3-DualPos-Once,D,1,all,stage,2,0.0235294117647058,0.02743687458076316,-0.008823529411764786
A3-DualPos-Once,D,1,all,stage,3,0.0357142857142857,0.052056277056277134,0.0357142857142857
A3-DualPos-Once,D,1,all,tail_reason,active_incomplete_atomic_prefix,0.030864197530864113,0.04094333617766699,-0.0030864197530864335
A3-DualPos-Once,D,1,all,tail_reason,atomic_sequence_complete,-0.04166666666666663,-0.036363636363636376,-0.04166666666666663
A3-DualPos-Once,D,1,all,tail_reason,empty_history,-0.12,0.019642857142857073,-0.12
A3-DualPos-Once,D,1,all,tail_reason,latest_node_not_atomic,0.01449275362318847,0.0323833573833574,0.01449275362318847
A3-DualPos-Once,D,1,all,tail_reason,observed_atomic_nodes_not_prefix,0.0,0.0,0.0
A3-DualPos-Once,D,1,all,tail_reason,repeated_node_fallback,0.125,0.1333333333333333,0.125
