comparison_model,participant,seed,condition,grouping,group,tier3_accuracy_delta_vs_m2,tier3_macro_f1_delta_vs_m2,node_accuracy_delta_vs_m2
A1-Legacy-Once,J,1,all,local_prefix_3,seen,0.009049773755656076,-0.015153531562113853,0.009049773755656076
A1-Legacy-Once,J,1,all,local_prefix_3,unseen,-0.08695652173913038,-0.09285714285714275,-0.08695652173913038
A1-Legacy-Once,J,1,all,local_suffix_1,insufficient,0.033333333333333326,0.012077294685990392,0.033333333333333326
A1-Legacy-Once,J,1,all,local_suffix_1,seen,0.003809523809523818,-0.020738968970312355,0.003809523809523818
A1-Legacy-Once,J,1,all,local_suffix_2,insufficient,0.01666666666666672,0.0011366865586814878,0.01666666666666672
A1-Legacy-Once,J,1,all,local_suffix_2,seen,0.006224066390041472,-0.018425668751196445,0.006224066390041472
A1-Legacy-Once,J,1,all,local_suffix_2,unseen,-0.07692307692307687,-0.07037037037037042,-0.07692307692307687
A1-Legacy-Once,J,1,all,stage,1,0.0,-0.008264462809917328,0.0
A1-Legacy-Once,J,1,all,stage,2,0.01650943396226423,0.01521099345934529,0.01650943396226423
A1-Legacy-Once,J,1,all,stage,3,-0.05263157894736836,-0.07254901960784332,-0.05263157894736836
A1-Legacy-Once,J,1,all,tail_reason,active_incomplete_atomic_prefix,0.010309278350515538,-0.022746228740589736,0.010309278350515538
A1-Legacy-Once,J,1,all,tail_reason,atomic_sequence_complete,-0.06896551724137934,-0.025396825396825307,-0.06896551724137934
A1-Legacy-Once,J,1,all,tail_reason,empty_history,0.033333333333333326,0.012077294685990392,0.033333333333333326
A1-Legacy-Once,J,1,all,tail_reason,latest_node_not_atomic,-0.013157894736842035,-0.07343915343915342,-0.013157894736842035
A1-Legacy-Once,J,1,all,tail_reason,observed_atomic_nodes_not_prefix,0.0,0.0,0.0
A1-Legacy-Once,J,1,all,tail_reason,repeated_node_fallback,0.03703703703703709,0.03141233766233764,0.03703703703703709
A1-Legacy-Once,J,1,fault,active_tail,False,0.0,-0.018779220779220784,0.0
A1-Legacy-Once,J,1,fault,active_tail,True,-0.010309278350515427,-0.003323836657169843,-0.010309278350515427
A1-Legacy-Once,J,1,fault,exact_full_prefix,False,-0.02857142857142858,-0.07607908660540263,-0.02857142857142858
A1-Legacy-Once,J,1,fault,exact_full_prefix,True,0.010204081632653073,-0.017770655270655245,0.010204081632653073
A1-Legacy-Once,J,1,fault,history_length,0,0.1111111111111111,0.07777777777777775,0.1111111111111111
A1-Legacy-Once,J,1,fault,history_length,1-2,0.0,0.0,0.0
A1-Legacy-Once,J,1,fault,history_length,11-20,-0.05555555555555547,-0.10456466610312753,-0.05555555555555547
A1-Legacy-Once,J,1,fault,history_length,21+,0.06666666666666665,0.06666666666666665,0.06666666666666665
A1-Legacy-Once,J,1,fault,history_length,3-5,0.03703703703703698,0.04166666666666652,0.03703703703703698
A1-Legacy-Once,J,1,fault,history_length,6-10,-0.022222222222222254,-0.03555555555555556,-0.022222222222222254
A1-Legacy-Once,J,1,fault,local_prefix_3,insufficient,0.03703703703703709,0.014814814814814725,0.03703703703703709
A1-Legacy-Once,J,1,fault,local_prefix_3,seen,-0.007462686567164201,-0.05656769690897434,-0.007462686567164201
A1-Legacy-Once,J,1,fault,local_prefix_3,unseen,-0.1428571428571429,-0.1428571428571429,-0.1428571428571429
A1-Legacy-Once,J,1,fault,local_suffix_1,insufficient,0.1111111111111111,0.07777777777777775,0.1111111111111111
A1-Legacy-Once,J,1,fault,local_suffix_1,seen,-0.012578616352201255,-0.051306834443283655,-0.012578616352201255
A1-Legacy-Once,J,1,fault,local_suffix_2,insufficient,0.05555555555555547,0.022222222222222143,0.05555555555555547
A1-Legacy-Once,J,1,fault,local_suffix_2,seen,-0.013698630136986356,-0.05620532390238242,-0.013698630136986356
A1-Legacy-Once,J,1,fault,local_suffix_2,unseen,0.0,0.0,0.0
A1-Legacy-Once,J,1,fault,stage,1,0.0,-0.018181818181817966,0.0
A1-Legacy-Once,J,1,fault,stage,2,0.007692307692307665,0.02009898978967406,0.007692307692307665
A1-Legacy-Once,J,1,fault,stage,3,-0.125,-0.1499999999999999,-0.125
A1-Legacy-Once,J,1,fault,tail_reason,active_incomplete_atomic_prefix,-0.010309278350515427,-0.003323836657169843,-0.010309278350515427
A1-Legacy-Once,J,1,fault,tail_reason,atomic_sequence_complete,-0.33333333333333337,-0.22222222222222232,-0.33333333333333337
A1-Legacy-Once,J,1,fault,tail_reason,empty_history,0.1111111111111111,0.07777777777777775,0.1111111111111111
A1-Legacy-Once,J,1,fault,tail_reason,latest_node_not_atomic,0.0,1.1102230246251565e-16,0.0
A1-Legacy-Once,J,1,fault,tail_reason,observed_atomic_nodes_not_prefix,0.0,0.0,0.0
A1-Legacy-Once,J,1,fault,tail_reason,repeated_node_fallback,0.03703703703703709,0.03141233766233764,0.03703703703703709
A1-Legacy-Once,J,1,normal,active_tail,False,-0.01041666666666674,-0.046593757120072854,-0.01041666666666674
A1-Legacy-Once,J,1,normal,active_tail,True,0.01718213058419249,0.0011330544276280108,0.01718213058419249
A1-Legacy-Once,J,1,normal,exact_full_prefix,False,0.0,-0.006883651328095874,0.0
A1-Legacy-Once,J,1,normal,exact_full_prefix,True,0.013937282229965153,0.0027259773951646693,0.013937282229965153
A1-Legacy-Once,J,1,normal,history_length,0,0.0,0.0,0.0
A1-Legacy-Once,J,1,normal,history_length,1-2,0.0,0.0,0.0
A1-Legacy-Once,J,1,normal,history_length,11-20,0.0,-0.012779667914456061,0.0
A1-Legacy-Once,J,1,normal,history_length,21+,0.0,0.0,0.0
A1-Legacy-Once,J,1,normal,history_length,3-5,0.015873015873015928,0.004081632653061162,0.015873015873015928
A1-Legacy-Once,J,1,normal,history_length,6-10,0.02857142857142858,0.015257469802924417,0.02857142857142858
A1-Legacy-Once,J,1,normal,local_prefix_3,insufficient,0.0,0.0,0.0
A1-Legacy-Once,J,1,normal,local_prefix_3,seen,0.016233766233766267,-0.0031601546399329106,0.016233766233766267
A1-Legacy-Once,J,1,normal,local_prefix_3,unseen,-0.0625,-0.07692307692307687,-0.0625
A1-Legacy-Once,J,1,normal,local_suffix_1,insufficient,0.0,0.0,0.0
A1-Legacy-Once,J,1,normal,local_suffix_1,seen,0.010928961748633892,-0.009380824095283513,0.010928961748633892
A1-Legacy-Once,J,1,normal,local_suffix_2,insufficient,0.0,0.0,0.0
A1-Legacy-Once,J,1,normal,local_suffix_2,seen,0.014880952380952328,-0.003051183790280021,0.014880952380952328
A1-Legacy-Once,J,1,normal,local_suffix_2,unseen,-0.11111111111111116,-0.125,-0.11111111111111116
A1-Legacy-Once,J,1,normal,stage,1,0.0,0.0,0.0
A1-Legacy-Once,J,1,normal,stage,2,0.020408163265306145,0.015475165087568188,0.020408163265306145
A1-Legacy-Once,J,1,normal,stage,3,-0.033333333333333326,-0.05808191808191798,-0.033333333333333326
A1-Legacy-Once,J,1,normal,tail_reason,active_incomplete_atomic_prefix,0.01718213058419249,0.0011330544276280108,0.01718213058419249
A1-Legacy-Once,J,1,normal,tail_reason,atomic_sequence_complete,0.0,0.0,0.0
A1-Legacy-Once,J,1,normal,tail_reason,empty_history,0.0,0.0,0.0
A1-Legacy-Once,J,1,normal,tail_reason,latest_node_not_atomic,-0.019230769230769162,-0.054730983302411884,-0.019230769230769162
A1-Legacy-Once,J,2,all,active_tail,False,-0.005988023952095856,-0.0009687177987831586,-0.005988023952095856
A1-Legacy-Once,J,2,all,active_tail,True,0.0,-0.0021278860943646505,-0.005154639175257714
A1-Legacy-Once,J,2,all,exact_full_prefix,False,-0.02941176470588236,-0.018410967018885227,-0.04117647058823537
A1-Legacy-Once,J,2,all,exact_full_prefix,True,0.010389610389610393,0.021368172376276307,0.010389610389610393
A1-Legacy-Once,J,2,all,history_length,0,0.033333333333333326,0.16666666666666663,0.033333333333333326
A1-Legacy-Once,J,2,all,history_length,1-2,0.0,0.0,0.0
A1-Legacy-Once,J,2,all,history_length,11-20,-0.03888888888888886,-0.03417497989365004,-0.033333333333333326
A1-Legacy-Once,J,2,all,history_length,21+,0.0,0.06993006993007,-0.06666666666666676
A1-Legacy-Once,J,2,all,history_length,3-5,0.0444444444444444,0.0247272466264713,0.0444444444444444
A1-Legacy-Once,J,2,all,history_length,6-10,0.00666666666666671,-0.002662734984387294,0.00666666666666671
A1-Legacy-Once,J,2,all,local_prefix_3,insufficient,0.011111111111111072,0.05555555555555547,0.011111111111111072
A1-Legacy-Once,J,2,all,local_prefix_3,seen,-0.006787330316742057,-0.022694581721955487,-0.011312217194570096
A1-Legacy-Once,J,2,all,local_prefix_3,unseen,0.04347826086956519,0.04761904761904767,0.04347826086956519
A1-Legacy-Once,J,2,all,local_suffix_1,insufficient,0.033333333333333326,0.16666666666666663,0.033333333333333326
A1-Legacy-Once,J,2,all,local_suffix_1,seen,-0.003809523809523818,-0.003362328508354717,-0.007619047619047636
A1-Legacy-Once,J,2,all,local_suffix_2,insufficient,0.016666666666666607,0.08333333333333337,0.016666666666666607
A1-Legacy-Once,J,2,all,local_suffix_2,seen,-0.006224066390041472,-0.021262374303902654,-0.010373443983402453
A1-Legacy-Once,J,2,all,local_suffix_2,unseen,0.07692307692307687,0.11111111111111105,0.07692307692307687
A1-Legacy-Once,J,2,all,stage,1,0.018181818181818188,0.030303030303030387,0.018181818181818188
A1-Legacy-Once,J,2,all,stage,2,0.0,-0.002619144215163627,-0.004716981132075415
A1-Legacy-Once,J,2,all,stage,3,-0.026315789473684292,-0.006340587517058238,-0.026315789473684292
A1-Legacy-Once,J,2,all,tail_reason,active_incomplete_atomic_prefix,0.0,-0.0021278860943646505,-0.005154639175257714
A1-Legacy-Once,J,2,all,tail_reason,atomic_sequence_complete,-0.10344827586206895,-0.057003314146171324,-0.10344827586206895
A1-Legacy-Once,J,2,all,tail_reason,empty_history,0.033333333333333326,0.16666666666666663,0.033333333333333326
A1-Legacy-Once,J,2,all,tail_reason,latest_node_not_atomic,0.013157894736842035,0.014680504680504747,0.013157894736842035
A1-Legacy-Once,J,2,all,tail_reason,observed_atomic_nodes_not_prefix,0.0,0.0,0.0
A1-Legacy-Once,J,2,all,tail_reason,repeated_node_fallback,0.0,0.0,0.0
A1-Legacy-Once,J,2,fault,active_tail,False,0.0,-0.001047619047619186,0.0
A1-Legacy-Once,J,2,fault,active_tail,True,0.030927835051546393,0.015763546798029493,0.010309278350515538
A1-Legacy-Once,J,2,fault,exact_full_prefix,False,-0.014285714285714235,-0.01755015996502063,-0.042857142857142816
A1-Legacy-Once,J,2,fault,exact_full_prefix,True,0.04081632653061229,0.04039811066126864,0.04081632653061229
A1-Legacy-Once,J,2,fault,history_length,0,0.0,0.0,0.0
A1-Legacy-Once,J,2,fault,history_length,1-2,0.0,0.0,0.0
A1-Legacy-Once,J,2,fault,history_length,11-20,0.0,0.011372612992046172,0.0
A1-Legacy-Once,J,2,fault,history_length,21+,0.0,0.0,-0.1333333333333333
A1-Legacy-Once,J,2,fault,history_length,3-5,0.07407407407407407,0.06691919191919193,0.07407407407407407
A1-Legacy-Once,J,2,fault,history_length,6-10,0.022222222222222254,-0.0005050505050504528,0.022222222222222254
A1-Legacy-Once,J,2,fault,local_prefix_3,insufficient,0.0,0.0,0.0
A1-Legacy-Once,J,2,fault,local_prefix_3,seen,0.022388059701492602,0.019234154805399917,0.007462686567164201
A1-Legacy-Once,J,2,fault,local_prefix_3,unseen,0.0,0.0,0.0
A1-Legacy-Once,J,2,fault,local_suffix_1,insufficient,0.0,0.0,0.0
A1-Legacy-Once,J,2,fault,local_suffix_1,seen,0.018867924528301883,0.009681735832478444,0.0062893081761006275
A1-Legacy-Once,J,2,fault,local_suffix_2,insufficient,0.0,0.0,0.0
A1-Legacy-Once,J,2,fault,local_suffix_2,seen,0.020547945205479534,0.010569419170189387,0.006849315068493178
A1-Legacy-Once,J,2,fault,local_suffix_2,unseen,0.0,0.0,0.0
A1-Legacy-Once,J,2,fault,stage,1,0.0,0.0,0.0
A1-Legacy-Once,J,2,fault,stage,2,0.023076923076923106,0.015888501742160166,0.007692307692307665
A1-Legacy-Once,J,2,fault,stage,3,0.0,0.012500000000000067,0.0
A1-Legacy-Once,J,2,fault,tail_reason,active_incomplete_atomic_prefix,0.030927835051546393,0.015763546798029493,0.010309278350515538
A1-Legacy-Once,J,2,fault,tail_reason,atomic_sequence_complete,-0.16666666666666663,-0.16666666666666663,-0.16666666666666663
A1-Legacy-Once,J,2,fault,tail_reason,empty_history,0.0,0.0,0.0
A1-Legacy-Once,J,2,fault,tail_reason,latest_node_not_atomic,0.04166666666666663,0.05128205128205132,0.04166666666666663
A1-Legacy-Once,J,2,fault,tail_reason,observed_atomic_nodes_not_prefix,0.0,0.0,0.0
A1-Legacy-Once,J,2,fault,tail_reason,repeated_node_fallback,0.0,0.0,0.0
A1-Legacy-Once,J,2,normal,active_tail,False,-0.01041666666666674,0.011593377382851044,-0.01041666666666674
A1-Legacy-Once,J,2,normal,active_tail,True,-0.010309278350515427,-0.007946423549714088,-0.010309278350515427
A1-Legacy-Once,J,2,normal,exact_full_prefix,False,-0.040000000000000036,-0.0327080327080328,-0.040000000000000036
A1-Legacy-Once,J,2,normal,exact_full_prefix,True,0.0,0.010193477230288073,0.0
A1-Legacy-Once,J,2,normal,history_length,0,0.04761904761904767,0.25,0.04761904761904767
A1-Legacy-Once,J,2,normal,history_length,1-2,0.0,0.0,0.0
A1-Legacy-Once,J,2,normal,history_length,11-20,-0.05555555555555547,-0.0697994987468673,-0.04761904761904756
A1-Legacy-Once,J,2,normal,history_length,21+,0.0,0.101010101010101,-0.033333333333333326
A1-Legacy-Once,J,2,normal,history_length,3-5,0.031746031746031744,0.012264365205541639,0.031746031746031744
A1-Legacy-Once,J,2,normal,history_length,6-10,0.0,0.0,0.0
A1-Legacy-Once,J,2,normal,local_prefix_3,insufficient,0.015873015873015928,0.08333333333333326,0.015873015873015928
A1-Legacy-Once,J,2,normal,local_prefix_3,seen,-0.019480519480519543,-0.03680781725885218,-0.01948051948051943
A1-Legacy-Once,J,2,normal,local_prefix_3,unseen,0.0625,0.07692307692307698,0.0625
A1-Legacy-Once,J,2,normal,local_suffix_1,insufficient,0.04761904761904767,0.25,0.04761904761904767
A1-Legacy-Once,J,2,normal,local_suffix_1,seen,-0.013661202185792254,-0.0070868156240605495,-0.013661202185792254
A1-Legacy-Once,J,2,normal,local_suffix_2,insufficient,0.023809523809523725,0.125,0.023809523809523725
A1-Legacy-Once,J,2,normal,local_suffix_2,seen,-0.017857142857142905,-0.03445346040618369,-0.017857142857142794
A1-Legacy-Once,J,2,normal,local_suffix_2,unseen,0.11111111111111105,0.125,0.11111111111111105
A1-Legacy-Once,J,2,normal,stage,1,0.030303030303030387,0.045454545454545414,0.030303030303030387
A1-Legacy-Once,J,2,normal,stage,2,-0.010204081632653073,-0.011086233279677393,-0.010204081632653073
A1-Legacy-Once,J,2,normal,stage,3,-0.033333333333333326,-0.013606393606393818,-0.033333333333333326
A1-Legacy-Once,J,2,normal,tail_reason,active_incomplete_atomic_prefix,-0.010309278350515427,-0.007946423549714088,-0.010309278350515427
A1-Legacy-Once,J,2,normal,tail_reason,atomic_sequence_complete,-0.08695652173913049,-0.02886002886002892,-0.08695652173913049
A1-Legacy-Once,J,2,normal,tail_reason,empty_history,0.04761904761904767,0.25,0.04761904761904767
A1-Legacy-Once,J,2,normal,tail_reason,latest_node_not_atomic,0.0,0.0015615337043907163,0.0
A1-Legacy-Once,J,42,all,active_tail,False,0.0359281437125748,0.025213574275807837,0.029940119760479056
A1-Legacy-Once,J,42,all,active_tail,True,-0.05154639175257736,-0.06558356624617645,-0.05154639175257736
A1-Legacy-Once,J,42,all,exact_full_prefix,False,-0.01764705882352946,-0.024149222053456154,-0.02352941176470591
A1-Legacy-Once,J,42,all,exact_full_prefix,True,-0.02857142857142858,0.01390733339345307,-0.02857142857142858
A1-Legacy-Once,J,42,all,history_length,0,0.16666666666666663,0.06627783669141046,0.16666666666666663
A1-Legacy-Once,J,42,all,history_length,1-2,0.0,0.0,0.0
A1-Legacy-Once,J,42,all,history_length,11-20,-0.03888888888888897,-0.03808889540871685,-0.03888888888888897
A1-Legacy-Once,J,42,all,history_length,21+,0.0,0.033267587113741004,-0.022222222222222254
A1-Legacy-Once,J,42,all,history_length,3-5,0.0,0.01086985181669553,0.0
A1-Legacy-Once,J,42,all,history_length,6-10,-0.08000000000000007,-0.01795714927252723,-0.08000000000000007
A1-Legacy-Once,J,42,all,local_prefix_3,insufficient,0.05555555555555558,0.0220926122304701,0.05555555555555558
A1-Legacy-Once,J,42,all,local_prefix_3,seen,-0.03846153846153855,-0.006466671329169116,-0.040723981900452566
A1-Legacy-Once,J,42,all,local_prefix_3,unseen,-0.08695652173913038,-0.09523809523809545,-0.08695652173913038
A1-Legacy-Once,J,42,all,local_suffix_1,insufficient,0.16666666666666663,0.06627783669141046,0.16666666666666663
A1-Legacy-Once,J,42,all,local_suffix_1,seen,-0.03619047619047622,-0.014786698938142884,-0.03809523809523807
A1-Legacy-Once,J,42,all,local_suffix_2,insufficient,0.08333333333333326,0.03313891834570526,0.08333333333333326
A1-Legacy-Once,J,42,all,local_suffix_2,seen,-0.03941908713692943,-0.019589448027989786,-0.04149377593361003
A1-Legacy-Once,J,42,all,local_suffix_2,unseen,0.0,0.0,0.0
A1-Legacy-Once,J,42,all,stage,1,0.036363636363636376,0.025613275613275643,0.036363636363636376
A1-Legacy-Once,J,42,all,stage,2,-0.03301886792452824,-0.017239874614035866,-0.03537735849056611
A1-Legacy-Once,J,42,all,stage,3,-0.02631578947368418,-0.02765633059750705,-0.02631578947368418
A1-Legacy-Once,J,42,all,tail_reason,active_incomplete_atomic_prefix,-0.05154639175257736,-0.06558356624617645,-0.05154639175257736
A1-Legacy-Once,J,42,all,tail_reason,atomic_sequence_complete,0.034482758620689724,0.0071428571428571175,0.034482758620689724
A1-Legacy-Once,J,42,all,tail_reason,empty_history,0.16666666666666663,0.06627783669141046,0.16666666666666663
A1-Legacy-Once,J,42,all,tail_reason,latest_node_not_atomic,0.0,-0.00272690272690268,0.0
A1-Legacy-Once,J,42,all,tail_reason,observed_atomic_nodes_not_prefix,0.0,0.0,0.0
A1-Legacy-Once,J,42,all,tail_reason,repeated_node_fallback,0.0,0.009577922077922074,-0.03703703703703709
A1-Legacy-Once,J,42,fault,active_tail,False,0.04225352112676062,0.03811255411255432,0.028169014084507116
A1-Legacy-Once,J,42,fault,active_tail,True,0.010309278350515538,0.005213424568263236,0.010309278350515427
A1-Legacy-Once,J,42,fault,exact_full_prefix,False,0.0,-0.06283068783068779,-0.014285714285714235
A1-Legacy-Once,J,42,fault,exact_full_prefix,True,0.04081632653061229,0.07575571895424849,0.04081632653061229
A1-Legacy-Once,J,42,fault,history_length,0,0.22222222222222227,0.11666666666666664,0.22222222222222227
A1-Legacy-Once,J,42,fault,history_length,1-2,0.0,0.0,0.0
A1-Legacy-Once,J,42,fault,history_length,11-20,0.0,-0.002775002775002755,0.0
A1-Legacy-Once,J,42,fault,history_length,21+,0.0,0.07619047619047614,-0.06666666666666665
A1-Legacy-Once,J,42,fault,history_length,3-5,0.03703703703703698,0.04166666666666663,0.03703703703703698
A1-Legacy-Once,J,42,fault,history_length,6-10,0.022222222222222254,0.0444444444444444,0.022222222222222254
A1-Legacy-Once,J,42,fault,local_prefix_3,insufficient,0.07407407407407407,0.03888888888888897,0.07407407407407407
A1-Legacy-Once,J,42,fault,local_prefix_3,seen,0.02985074626865669,0.08666004317779097,0.02238805970149249
A1-Legacy-Once,J,42,fault,local_prefix_3,unseen,-0.2857142857142857,-0.2857142857142857,-0.2857142857142857
A1-Legacy-Once,J,42,fault,local_suffix_1,insufficient,0.22222222222222227,0.11666666666666664,0.22222222222222227
A1-Legacy-Once,J,42,fault,local_suffix_1,seen,0.012578616352201255,0.023768832478834323,0.0062893081761006275
A1-Legacy-Once,J,42,fault,local_suffix_2,insufficient,0.11111111111111116,0.05833333333333324,0.11111111111111116
A1-Legacy-Once,J,42,fault,local_suffix_2,seen,0.013698630136986356,0.026585466195149232,0.006849315068493178
A1-Legacy-Once,J,42,fault,local_suffix_2,unseen,0.0,0.0,0.0
A1-Legacy-Once,J,42,fault,stage,1,0.09090909090909094,0.09696969696969693,0.09090909090909094
A1-Legacy-Once,J,42,fault,stage,2,0.023076923076923106,0.03701885396499849,0.01538461538461533
A1-Legacy-Once,J,42,fault,stage,3,-0.0625,-0.04166666666666674,-0.0625
A1-Legacy-Once,J,42,fault,tail_reason,active_incomplete_atomic_prefix,0.010309278350515538,0.005213424568263236,0.010309278350515427
A1-Legacy-Once,J,42,fault,tail_reason,atomic_sequence_complete,0.0,0.05555555555555558,0.0
A1-Legacy-Once,J,42,fault,tail_reason,empty_history,0.22222222222222227,0.11666666666666664,0.22222222222222227
A1-Legacy-Once,J,42,fault,tail_reason,latest_node_not_atomic,0.04166666666666674,0.02564102564102566,0.04166666666666674
A1-Legacy-Once,J,42,fault,tail_reason,observed_atomic_nodes_not_prefix,0.0,0.0,0.0
A1-Legacy-Once,J,42,fault,tail_reason,repeated_node_fallback,0.0,0.009577922077922074,-0.03703703703703709
A1-Legacy-Once,J,42,normal,active_tail,False,0.03125,0.0021842617817849908,0.03125
A1-Legacy-Once,J,42,normal,active_tail,True,-0.07216494845360821,-0.08311203358907182,-0.07216494845360821
A1-Legacy-Once,J,42,normal,exact_full_prefix,False,-0.030000000000000027,-0.03493173493173496,-0.030000000000000027
A1-Legacy-Once,J,42,normal,exact_full_prefix,True,-0.05226480836236935,-0.028669223561497814,-0.05226480836236935
A1-Legacy-Once,J,42,normal,history_length,0,0.1428571428571428,0.05123339658444026,0.1428571428571428
A1-Legacy-Once,J,42,normal,history_length,1-2,0.0,0.0,0.0
A1-Legacy-Once,J,42,normal,history_length,11-20,-0.05555555555555558,-0.04696093380303912,-0.05555555555555558
A1-Legacy-Once,J,42,normal,history_length,21+,0.0,-0.027994227994228016,0.0
A1-Legacy-Once,J,42,normal,history_length,3-5,-0.015873015873015928,-0.0082414447739525,-0.015873015873015928
A1-Legacy-Once,J,42,normal,history_length,6-10,-0.12380952380952381,-0.07469203897775323,-0.12380952380952381
A1-Legacy-Once,J,42,normal,local_prefix_3,insufficient,0.04761904761904756,0.017077798861480087,0.04761904761904756
A1-Legacy-Once,J,42,normal,local_prefix_3,seen,-0.06818181818181823,-0.037299087869080094,-0.06818181818181823
A1-Legacy-Once,J,42,normal,local_prefix_3,unseen,0.0,0.0,0.0
A1-Legacy-Once,J,42,normal,local_suffix_1,insufficient,0.1428571428571428,0.05123339658444026,0.1428571428571428
A1-Legacy-Once,J,42,normal,local_suffix_1,seen,-0.05737704918032793,-0.02887725937467156,-0.05737704918032793
A1-Legacy-Once,J,42,normal,local_suffix_2,insufficient,0.0714285714285714,0.02561669829222013,0.0714285714285714
A1-Legacy-Once,J,42,normal,local_suffix_2,seen,-0.0625,-0.0363311332175118,-0.0625
A1-Legacy-Once,J,42,normal,local_suffix_2,unseen,0.0,0.0,0.0
A1-Legacy-Once,J,42,normal,stage,1,0.0,0.0,0.0
A1-Legacy-Once,J,42,normal,stage,2,-0.05782312925170063,-0.0415797102400397,-0.05782312925170063
A1-Legacy-Once,J,42,normal,stage,3,-0.016666666666666607,-0.027972582972582982,-0.016666666666666607
A1-Legacy-Once,J,42,normal,tail_reason,active_incomplete_atomic_prefix,-0.07216494845360821,-0.08311203358907182,-0.07216494845360821
A1-Legacy-Once,J,42,normal,tail_reason,atomic_sequence_complete,0.0434782608695653,0.01298701298701288,0.0434782608695653
A1-Legacy-Once,J,42,normal,tail_reason,empty_history,0.1428571428571428,0.05123339658444026,0.1428571428571428
A1-Legacy-Once,J,42,normal,tail_reason,latest_node_not_atomic,-0.019230769230769273,-0.015445269016697627,-0.019230769230769273
A1-Legacy-Once,M,1,all,active_tail,False,-0.007407407407407418,0.0006317599117240391,-0.007407407407407418
A1-Legacy-Once,M,1,all,active_tail,True,0.0032051282051283048,-0.007266883695742243,0.0
A1-Legacy-Once,M,1,all,exact_full_prefix,False,-0.03125,-0.019784133584975105,-0.03125
A1-Legacy-Once,M,1,all,exact_full_prefix,True,0.017421602787456525,0.015563895022731922,0.013937282229965153
A1-Legacy-Once,M,1,all,history_length,0,0.04166666666666663,0.007983193277310896,0.04166666666666663
A1-Legacy-Once,M,1,all,history_length,1-2,0.125,-0.016126516126516055,0.125
A1-Legacy-Once,M,1,all,history_length,11-20,-0.033557046979865834,-0.014649678239790354,-0.033557046979865834
A1-Legacy-Once,M,1,all,history_length,21+,0.0,-0.09523809523809523,0.0
A1-Legacy-Once,M,1,all,history_length,3-5,-0.05555555555555558,-0.028693181818181923,-0.06944444444444442
A1-Legacy-Once,M,1,all,history_length,6-10,0.016666666666666607,-0.01125809175344783,0.016666666666666607
A1-Legacy-Once,M,1,all,local_prefix_3,insufficient,0.09722222222222221,-0.008095283977636925,0.09722222222222221
A1-Legacy-Once,M,1,all,local_prefix_3,seen,-0.020710059171597628,-0.017742070094410534,-0.023668639053254448
A1-Legacy-Once,M,1,all,local_prefix_3,unseen,0.0,-0.010000000000000009,0.0
A1-Legacy-Once,M,1,all,local_suffix_1,insufficient,0.04166666666666663,0.007983193277310896,0.04166666666666663
A1-Legacy-Once,M,1,all,local_suffix_1,seen,-0.0023640661938534313,-0.005931195006155132,-0.004728132387706863
A1-Legacy-Once,M,1,all,local_suffix_2,insufficient,0.10416666666666663,0.022345842513909808,0.10416666666666663
A1-Legacy-Once,M,1,all,local_suffix_2,seen,-0.013123359580052507,-0.024288533182616034,-0.015748031496062964
A1-Legacy-Once,M,1,all,local_suffix_2,unseen,0.0,0.022222222222222254,0.0
A1-Legacy-Once,M,1,all,stage,1,-0.036363636363636376,-0.006224583497310809,-0.036363636363636376
A1-Legacy-Once,M,1,all,stage,2,0.009230769230769265,-1.3476338581730474e-05,0.006153846153846176
A1-Legacy-Once,M,1,all,stage,3,-0.01492537313432829,-0.01060606060606073,-0.01492537313432829
A1-Legacy-Once,M,1,all,tail_reason,active_incomplete_atomic_prefix,0.0032051282051283048,-0.007266883695742243,0.0
A1-Legacy-Once,M,1,all,tail_reason,atomic_sequence_complete,-0.039999999999999925,-0.03333333333333344,-0.039999999999999925
A1-Legacy-Once,M,1,all,tail_reason,empty_history,0.04166666666666663,0.007983193277310896,0.04166666666666663
A1-Legacy-Once,M,1,all,tail_reason,latest_node_not_atomic,0.0,0.022822765469824202,0.0
A1-Legacy-Once,M,1,all,tail_reason,observed_atomic_nodes_not_prefix,0.0,0.0,0.0
A1-Legacy-Once,M,1,all,tail_reason,repeated_node_fallback,-0.11111111111111116,-0.125,-0.11111111111111116
A1-Legacy-Once,M,1,fault,active_tail,False,-0.025000000000000022,-0.004363636363636347,-0.025000000000000022
A1-Legacy-Once,M,1,fault,active_tail,True,0.021276595744680882,0.00028566205036784087,0.021276595744680882
A1-Legacy-Once,M,1,fault,exact_full_prefix,False,-0.02941176470588236,-0.02619047619047632,-0.02941176470588236
A1-Legacy-Once,M,1,fault,exact_full_prefix,True,0.018867924528301883,-0.0012356532356531114,0.018867924528301883
A1-Legacy-Once,M,1,fault,history_length,0,0.0,0.0,0.0
A1-Legacy-Once,M,1,fault,history_length,1-2,0.30000000000000004,0.13095238095238104,0.30000000000000004
A1-Legacy-Once,M,1,fault,history_length,11-20,-0.034482758620689724,-0.021428571428571463,-0.034482758620689724
A1-Legacy-Once,M,1,fault,history_length,21+,0.0,0.0,0.0
A1-Legacy-Once,M,1,fault,history_length,3-5,-0.1333333333333333,-0.10833333333333339,-0.1333333333333333
A1-Legacy-Once,M,1,fault,history_length,6-10,0.0,0.0,0.0
