condition,participant,seed,split,class_id,support,precision,recall,f1
A0,A,2,test_normal,25,4,0.6,0.75,0.6666666666666665
A0,A,2,test_normal,26,4,0.75,0.75,0.75
A0,A,2,test_normal,27,4,0.8,1.0,0.888888888888889
A0,A,2,test_normal,28,4,1.0,1.0,1.0
A0,A,2,test_normal,29,4,0.75,0.75,0.75
A0,A,2,test_normal,30,4,1.0,0.5,0.6666666666666666
A0,A,2,test_fault,0,2,1.0,1.0,1.0
A0,A,2,test_fault,1,12,0.8888888888888888,0.6666666666666666,0.761904761904762
A0,A,2,test_fault,2,9,1.0,1.0,1.0
A0,A,2,test_fault,3,2,0.5,1.0,0.6666666666666666
A0,A,2,test_fault,4,1,1.0,1.0,1.0
A0,A,2,test_fault,5,2,1.0,1.0,1.0
A0,A,2,test_fault,6,2,1.0,1.0,1.0
A0,A,2,test_fault,7,15,0.9230769230769231,0.8,0.8571428571428571
A0,A,2,test_fault,8,15,0.9285714285714286,0.8666666666666667,0.896551724137931
A0,A,2,test_fault,9,2,1.0,1.0,1.0
A0,A,2,test_fault,10,9,1.0,1.0,1.0
A0,A,2,test_fault,11,2,0.6666666666666666,1.0,0.8
A0,A,2,test_fault,12,2,0.6666666666666666,1.0,0.8
A0,A,2,test_fault,13,12,0.9166666666666666,0.9166666666666666,0.9166666666666666
A0,A,2,test_fault,14,9,0.0,0.0,0.0
A0,A,2,test_fault,15,2,1.0,0.5,0.6666666666666666
A0,A,2,test_fault,16,6,0.6,1.0,0.7499999999999999
A0,A,2,test_fault,17,1,0.2,1.0,0.33333333333333337
A0,A,2,test_fault,18,9,0.6153846153846154,0.8888888888888888,0.7272727272727274
A0,A,2,test_fault,19,2,1.0,0.5,0.6666666666666666
A0,A,2,test_fault,20,2,1.0,0.5,0.6666666666666666
A0,A,2,test_fault,21,2,1.0,1.0,1.0
A0,A,2,test_fault,22,2,1.0,0.5,0.6666666666666666
A0,A,2,test_fault,23,1,1.0,1.0,1.0
A0,A,2,test_fault,24,2,1.0,0.5,0.6666666666666666
A0,A,2,test_fault,25,2,0.5,1.0,0.6666666666666666
A0,A,2,test_fault,26,2,1.0,1.0,1.0
A0,A,2,test_fault,27,2,0.5,0.5,0.5
A0,A,2,test_fault,28,2,1.0,1.0,1.0
A0,A,2,test_fault,29,2,0.6666666666666666,1.0,0.8
A0,A,2,test_fault,30,2,1.0,1.0,1.0
A0,A,42,test_all,0,6,1.0,1.0,1.0
A0,A,42,test_all,1,42,0.9523809523809523,0.9523809523809523,0.9523809523809523
A0,A,42,test_all,2,24,1.0,1.0,1.0
A0,A,42,test_all,3,17,1.0,1.0,1.0
A0,A,42,test_all,4,5,1.0,0.6,0.7499999999999999
A0,A,42,test_all,5,6,1.0,1.0,1.0
A0,A,42,test_all,6,6,0.75,1.0,0.8571428571428571
A0,A,42,test_all,7,45,0.875,0.9333333333333333,0.9032258064516129
A0,A,42,test_all,8,45,1.0,0.8444444444444444,0.9156626506024096
A0,A,42,test_all,9,6,1.0,0.8333333333333334,0.9090909090909091
A0,A,42,test_all,10,24,0.92,0.9583333333333334,0.9387755102040817
A0,A,42,test_all,11,6,0.75,1.0,0.8571428571428571
A0,A,42,test_all,12,6,1.0,1.0,1.0
