condition,participant,seed,split,class_id,support,precision,recall,f1
S4,A,1,test_all,16,21,0.7692307692307693,0.9523809523809523,0.8510638297872339
S4,A,1,test_all,17,5,0.16666666666666666,0.8,0.27586206896551724
S4,A,1,test_all,18,24,0.5757575757575758,0.7916666666666666,0.6666666666666667
S4,A,1,test_all,19,6,0.8,0.6666666666666666,0.7272727272727272
S4,A,1,test_all,20,6,0.6666666666666666,1.0,0.8
S4,A,1,test_all,21,6,0.5454545454545454,1.0,0.7058823529411764
S4,A,1,test_all,22,6,0.5,0.6666666666666666,0.5714285714285715
S4,A,1,test_all,23,5,1.0,0.8,0.888888888888889
S4,A,1,test_all,24,6,0.0,0.0,0.0
S4,A,1,test_all,25,6,1.0,0.6666666666666666,0.8
S4,A,1,test_all,26,6,0.4444444444444444,0.6666666666666666,0.5333333333333333
S4,A,1,test_all,27,6,0.625,0.8333333333333334,0.7142857142857143
S4,A,1,test_all,28,6,1.0,0.6666666666666666,0.8
S4,A,1,test_all,29,6,1.0,0.3333333333333333,0.5
S4,A,1,test_all,30,6,0.6666666666666666,1.0,0.8
S4,A,1,test_normal,0,4,0.0,0.0,0.0
S4,A,1,test_normal,1,30,0.9090909090909091,1.0,0.9523809523809523
S4,A,1,test_normal,2,15,0.7692307692307693,0.6666666666666666,0.7142857142857142
S4,A,1,test_normal,3,15,1.0,1.0,1.0
S4,A,1,test_normal,4,4,1.0,0.75,0.8571428571428571
S4,A,1,test_normal,5,4,0.4,0.5,0.4444444444444445
S4,A,1,test_normal,6,4,0.5714285714285714,1.0,0.7272727272727273
S4,A,1,test_normal,7,30,0.9333333333333333,0.9333333333333333,0.9333333333333333
S4,A,1,test_normal,8,30,0.9333333333333333,0.9333333333333333,0.9333333333333333
S4,A,1,test_normal,9,4,0.5714285714285714,1.0,0.7272727272727273
S4,A,1,test_normal,10,15,0.7,0.4666666666666667,0.56
S4,A,1,test_normal,11,4,1.0,1.0,1.0
S4,A,1,test_normal,12,4,1.0,0.75,0.8571428571428571
S4,A,1,test_normal,13,30,0.9615384615384616,0.8333333333333334,0.8928571428571429
S4,A,1,test_normal,14,15,0.8333333333333334,0.3333333333333333,0.47619047619047616
S4,A,1,test_normal,15,4,0.75,0.75,0.75
S4,A,1,test_normal,16,15,0.7368421052631579,0.9333333333333333,0.8235294117647058
S4,A,1,test_normal,17,4,0.23076923076923078,0.75,0.3529411764705882
S4,A,1,test_normal,18,15,0.6875,0.7333333333333333,0.7096774193548386
S4,A,1,test_normal,19,4,0.6666666666666666,0.5,0.5714285714285715
S4,A,1,test_normal,20,4,0.6666666666666666,1.0,0.8
S4,A,1,test_normal,21,4,0.5714285714285714,1.0,0.7272727272727273
S4,A,1,test_normal,22,4,0.5714285714285714,1.0,0.7272727272727273
S4,A,1,test_normal,23,4,1.0,0.75,0.8571428571428571
S4,A,1,test_normal,24,4,0.0,0.0,0.0
S4,A,1,test_normal,25,4,1.0,0.75,0.8571428571428571
S4,A,1,test_normal,26,4,0.5,0.75,0.6
S4,A,1,test_normal,27,4,0.8,1.0,0.888888888888889
S4,A,1,test_normal,28,4,1.0,0.75,0.8571428571428571
S4,A,1,test_normal,29,4,1.0,0.25,0.4
S4,A,1,test_normal,30,4,0.6666666666666666,1.0,0.8
S4,A,1,test_fault,0,2,0.0,0.0,0.0
S4,A,1,test_fault,1,12,1.0,0.8333333333333334,0.9090909090909091
S4,A,1,test_fault,2,9,1.0,0.5555555555555556,0.7142857142857143
S4,A,1,test_fault,3,2,1.0,1.0,1.0
S4,A,1,test_fault,4,1,1.0,1.0,1.0
S4,A,1,test_fault,5,2,0.5,0.5,0.5
S4,A,1,test_fault,6,2,0.5,1.0,0.6666666666666666
S4,A,1,test_fault,7,15,0.9375,1.0,0.967741935483871
S4,A,1,test_fault,8,15,1.0,0.9333333333333333,0.9655172413793104
S4,A,1,test_fault,9,2,0.6666666666666666,1.0,0.8
S4,A,1,test_fault,10,9,0.75,0.3333333333333333,0.46153846153846156
S4,A,1,test_fault,11,2,1.0,1.0,1.0
S4,A,1,test_fault,12,2,1.0,0.5,0.6666666666666666
S4,A,1,test_fault,13,12,1.0,0.5833333333333334,0.7368421052631579
S4,A,1,test_fault,14,9,0.6,0.3333333333333333,0.42857142857142855
S4,A,1,test_fault,15,2,0.6666666666666666,1.0,0.8
S4,A,1,test_fault,16,6,0.8571428571428571,1.0,0.923076923076923
S4,A,1,test_fault,17,1,0.09090909090909091,1.0,0.16666666666666669
S4,A,1,test_fault,18,9,0.47058823529411764,0.8888888888888888,0.6153846153846153
S4,A,1,test_fault,19,2,1.0,1.0,1.0
S4,A,1,test_fault,20,2,0.6666666666666666,1.0,0.8
S4,A,1,test_fault,21,2,0.5,1.0,0.6666666666666666
S4,A,1,test_fault,22,2,0.0,0.0,0.0
S4,A,1,test_fault,23,1,1.0,1.0,1.0
S4,A,1,test_fault,24,2,0.0,0.0,0.0
S4,A,1,test_fault,25,2,1.0,0.5,0.6666666666666666
S4,A,1,test_fault,26,2,0.3333333333333333,0.5,0.4
S4,A,1,test_fault,27,2,0.3333333333333333,0.5,0.4
S4,A,1,test_fault,28,2,1.0,0.5,0.6666666666666666
S4,A,1,test_fault,29,2,1.0,0.5,0.6666666666666666
S4,A,1,test_fault,30,2,0.6666666666666666,1.0,0.8
S5,A,1,test_all,0,6,0.0,0.0,0.0
S5,A,1,test_all,1,42,0.8,0.19047619047619047,0.3076923076923077
S5,A,1,test_all,2,24,0.2857142857142857,0.16666666666666666,0.2105263157894737
S5,A,1,test_all,3,17,0.3333333333333333,0.5294117647058824,0.409090909090909
S5,A,1,test_all,4,5,0.0,0.0,0.0
S5,A,1,test_all,5,6,0.3,1.0,0.4615384615384615
S5,A,1,test_all,6,6,0.0,0.0,0.0
S5,A,1,test_all,7,45,0.0,0.0,0.0
S5,A,1,test_all,8,45,0.6363636363636364,0.15555555555555556,0.25
S5,A,1,test_all,9,6,0.06818181818181818,0.5,0.12000000000000001
S5,A,1,test_all,10,24,0.2558139534883721,0.4583333333333333,0.3283582089552239
S5,A,1,test_all,11,6,0.3333333333333333,0.16666666666666666,0.2222222222222222
S5,A,1,test_all,12,6,0.25,0.16666666666666666,0.2
S5,A,1,test_all,13,42,0.5428571428571428,0.4523809523809524,0.49350649350649345
S5,A,1,test_all,14,24,0.0,0.0,0.0
S5,A,1,test_all,15,6,0.013888888888888888,0.16666666666666666,0.02564102564102564
S5,A,1,test_all,16,21,0.4583333333333333,0.5238095238095238,0.4888888888888889
S5,A,1,test_all,17,5,0.0,0.0,0.0
S5,A,1,test_all,18,24,0.2413793103448276,0.2916666666666667,0.26415094339622647
S5,A,1,test_all,19,6,0.14285714285714285,0.16666666666666666,0.15384615384615383
S5,A,1,test_all,20,6,0.0,0.0,0.0
S5,A,1,test_all,21,6,0.3076923076923077,0.6666666666666666,0.42105263157894735
S5,A,1,test_all,22,6,0.125,0.16666666666666666,0.14285714285714288
S5,A,1,test_all,23,5,0.2,0.2,0.20000000000000004
S5,A,1,test_all,24,6,0.16666666666666666,0.5,0.25
S5,A,1,test_all,25,6,0.0,0.0,0.0
S5,A,1,test_all,26,6,0.3333333333333333,0.16666666666666666,0.2222222222222222
S5,A,1,test_all,27,6,0.0,0.0,0.0
S5,A,1,test_all,28,6,0.21428571428571427,0.5,0.3
S5,A,1,test_all,29,6,0.3333333333333333,0.16666666666666666,0.2222222222222222
S5,A,1,test_all,30,6,0.0,0.0,0.0
S5,A,1,test_normal,0,4,0.0,0.0,0.0
S5,A,1,test_normal,1,30,0.75,0.2,0.31578947368421056
S5,A,1,test_normal,2,15,0.2727272727272727,0.2,0.23076923076923075
S5,A,1,test_normal,3,15,0.47368421052631576,0.6,0.5294117647058824
S5,A,1,test_normal,4,4,0.0,0.0,0.0
S5,A,1,test_normal,5,4,0.2857142857142857,1.0,0.4444444444444445
S5,A,1,test_normal,6,4,0.0,0.0,0.0
S5,A,1,test_normal,7,30,0.0,0.0,0.0
S5,A,1,test_normal,8,30,0.6363636363636364,0.23333333333333334,0.34146341463414637
